cell,seed,aggregation,group,n,ce_ctw_original,ce_root_original,ce_ctw_shuffled,ce_root_shuffled,g_original,g_shuffled,q
D12,4,equal_block,HEX,53009.0,4.619357556673597,4.871492343023906,4.806929751245539,4.806929751245539,0.2521347863503087,0.0,0.2521347863503087
D12,4,equal_block,PROSE_ALL,56099.0,4.236915610651016,4.704616853086871,4.5685732796968255,4.5685732796968255,0.46770124243585653,1.7763568394002506e-16,0.46770124243585637
D12,4,equal_block,contrast,,0.3824419460225812,0.16687548993703505,0.23835647154871342,0.23835647154871342,-0.2155664560855478,-1.7763568394002506e-16,-0.21556645608554764
D12,4,eligible_token_weighted,HEX,53009.0,4.569725994060612,4.830211333606787,4.747349331202894,4.747349331202894,0.2604853395461743,0.0,0.2604853395461743
D12,4,eligible_token_weighted,PROSE_ALL,56099.0,4.230369765067231,4.6926723715374195,4.558104850926576,4.558104850926576,0.4623026064701877,1.9527607673187303e-16,0.46230260647018745
D12,4,eligible_token_weighted,contrast,,0.33935622899338025,0.13753896206936744,0.18924448027631868,0.18924448027631868,-0.20181726692401342,-1.9527607673187303e-16,-0.20181726692401314
D12,5,equal_block,HEX,53009.0,4.608222690112333,4.8669851276897536,4.801407161316636,4.801407161316636,0.25876243757742,0.0,0.25876243757742
D12,5,equal_block,PROSE_ALL,56099.0,4.234050751168104,4.704340230493086,4.570643818190817,4.570643818190817,0.4702894793249827,1.7763568394002506e-16,0.47028947932498255
D12,5,equal_block,contrast,,0.3741719389442295,0.16264489719666742,0.23076334312581892,0.23076334312581892,-0.2115270417475627,-1.7763568394002506e-16,-0.21152704174756254
D12,5,eligible_token_weighted,HEX,53009.0,4.5690971769634094,4.829766335455649,4.748492713653113,4.748492713653113,0.2606691584922402,0.0,0.2606691584922402
D12,5,eligible_token_weighted,PROSE_ALL,56099.0,4.227842897863875,4.692131633006563,4.561170275083442,4.561170275083442,0.46428873514268804,2.6425758040633148e-16,0.46428873514268776
D12,5,eligible_token_weighted,contrast,,0.34125427909953476,0.13763470244908582,0.18732243856967123,0.18732243856967123,-0.20361957665044783,-2.6425758040633148e-16,-0.20361957665044755
D12,6,equal_block,HEX,53009.0,4.606705129394959,4.867874633702822,4.796032414921953,4.796032414921953,0.2611695043078641,0.0,0.2611695043078641
D12,6,equal_block,PROSE_ALL,56099.0,4.238281998038284,4.704126270136415,4.5702394269313995,4.5702394269313995,0.46584427209813306,0.0,0.46584427209813306
D12,6,equal_block,contrast,,0.3684231313566748,0.1637483635664072,0.22579298799055358,0.22579298799055358,-0.20467476779026894,0.0,-0.20467476779026894
D12,6,eligible_token_weighted,HEX,53009.0,4.566545871158108,4.829855816859196,4.738428552626266,4.738428552626266,0.26330994570108823,0.0,0.26330994570108823
D12,6,eligible_token_weighted,PROSE_ALL,56099.0,4.231482424091794,4.692113282523266,4.558962352746589,4.558962352746589,0.46063085843147206,0.0,0.46063085843147206
D12,6,eligible_token_weighted,contrast,,0.33506344706631364,0.13774253433592953,0.17946619987967782,0.17946619987967782,-0.19732091273038382,0.0,-0.19732091273038382
D12,7,equal_block,HEX,53009.0,4.611802485954169,4.869925208926251,4.7965867725403815,4.7965867725403815,0.25812272297208194,0.0,0.25812272297208194
D12,7,equal_block,PROSE_ALL,56099.0,4.233660296507368,4.704332542039294,4.570571196307716,4.570571196307716,0.4706722455319271,0.0,0.4706722455319271
D12,7,equal_block,contrast,,0.3781421894468009,0.1655926668869565,0.22601557623266544,0.22601557623266544,-0.21254952255984516,0.0,-0.21254952255984516
D12,7,eligible_token_weighted,HEX,53009.0,4.571255687461729,4.831301271265844,4.74216147539721,4.74216147539721,0.2600455838041157,0.0,0.2600455838041157
D12,7,eligible_token_weighted,PROSE_ALL,56099.0,4.227340991015276,4.692265262381219,4.5623595147481915,4.5623595147481915,0.46492427136594355,0.0,0.46492427136594355
D12,7,eligible_token_weighted,contrast,,0.3439146964464532,0.13903600888462542,0.17980196064901843,0.17980196064901843,-0.20487868756182787,0.0,-0.20487868756182787
D12,8,equal_block,HEX,53009.0,4.611033626575005,4.871996788193944,4.811930067246568,4.811930067246568,0.26096316161893895,0.0,0.26096316161893895
D12,8,equal_block,PROSE_ALL,56099.0,4.233407338286236,4.70294131053597,4.568604598203696,4.568604598203696,0.46953397224973525,0.0,0.46953397224973525
D12,8,equal_block,contrast,,0.3776262882887691,0.1690554776579738,0.24332546904287167,0.24332546904287167,-0.2085708106307963,0.0,-0.2085708106307963
D12,8,eligible_token_weighted,HEX,53009.0,4.570086554165009,4.832437974369278,4.752408301466137,4.752408301466137,0.26235142020426944,0.0,0.26235142020426944
D12,8,eligible_token_weighted,PROSE_ALL,56099.0,4.226807498877778,4.690856994249098,4.560306731713049,4.560306731713049,0.46404949537131973,0.0,0.46404949537131973
