cell,level,unit,aggregation,past_band,metric,mean,sd,min,max,S,reason
D12,document,tlg0013.tlg002.perseus-grc1.tb.xml,not_applicable,all,ce_root_shuffled,4.81980509320937,0.02132793302920586,4.786147349507361,4.84903332277771,10,
D12,document,tlg0013.tlg002.perseus-grc1.tb.xml,not_applicable,all,g_original,0.3089753698276449,0.007215614470083833,0.2910096722581246,0.31533963936908904,10,
D12,document,tlg0013.tlg002.perseus-grc1.tb.xml,not_applicable,all,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,document,tlg0013.tlg002.perseus-grc1.tb.xml,not_applicable,all,q,0.3089753698276449,0.007215614470083833,0.2910096722581246,0.31533963936908904,10,
D12,document,tlg0013.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,ce_ctw_original,4.499842865030593,0.00617671310084601,4.492456115219937,4.511529657905189,10,
D12,document,tlg0013.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,ce_ctw_shuffled,4.855278544310135,0.034732778770153204,4.795751360151673,4.902538651664577,10,
D12,document,tlg0013.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,ce_root_original,4.850028493989969,0.0020093492769951283,4.847018290771236,4.853756670097793,10,
D12,document,tlg0013.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,ce_root_shuffled,4.855278544310135,0.034732778770153065,4.795751360151673,4.902538651664577,10,
D12,document,tlg0013.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,g_original,0.35018562895937605,0.006412547007713797,0.33694664472487457,0.35695412905413804,10,
D12,document,tlg0013.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,g_shuffled,8.881784197001253e-17,2.808666774861361e-16,0.0,8.881784197001252e-16,10,
D12,document,tlg0013.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,q,0.350185628959376,0.006412547007713859,0.33694664472487457,0.35695412905413804,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,4_7,ce_ctw_original,4.3147850164248265,0.004692489343177223,4.3077185819164585,4.322264578799911,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,4_7,ce_ctw_shuffled,4.6240568328797895,0.023017282710489823,4.594221332743872,4.656437781195643,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,4_7,ce_root_original,4.6913134739563676,0.0012540391400361279,4.689282689624663,4.693040271170365,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,4_7,ce_root_shuffled,4.6240568328797895,0.023017282710489962,4.594221332743872,4.656437781195644,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,4_7,g_original,0.3765284575315418,0.004204515579335159,0.3703537384537938,0.38231061853177284,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,4_7,g_shuffled,8.881784197001253e-17,2.808666774861361e-16,0.0,8.881784197001252e-16,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,4_7,q,0.3765284575315417,0.004204515579335025,0.3703537384537938,0.38231061853177284,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,all,ce_ctw_original,4.394063379625891,0.00424106439055257,4.389270071265705,4.400086122926136,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,all,ce_ctw_shuffled,4.644771714841357,0.005111474342995243,4.635472438880743,4.651092088815619,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,all,ce_root_original,4.787386174862047,0.0011737164356912752,4.785626087411264,4.78924601605047,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,all,ce_root_shuffled,4.644771714841357,0.005111474342995243,4.635472438880743,4.651092088815619,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,all,g_original,0.39332279523615654,0.0033503757115929057,0.3886040258099914,0.39677859816021854,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,all,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,all,q,0.39332279523615654,0.0033503757115929057,0.3886040258099914,0.39677859816021854,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,ge8,ce_ctw_original,4.429216691082088,0.00438701764911374,4.423946205083473,4.436713724630448,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,ge8,ce_ctw_shuffled,4.653957029320246,0.006067714195109637,4.6452714814510365,4.664433926007363,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,ge8,ce_root_original,4.829986367916111,0.0012454108534075943,4.828346311850701,4.8322976873691905,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,ge8,ce_root_shuffled,4.653957029320246,0.006067714195109623,4.6452714814510365,4.664433926007363,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,ge8,g_original,0.4007696768340218,0.0033000760644975075,0.3955839627387423,0.4045950658187838,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,ge8,g_shuffled,8.881784197001253e-17,2.808666774861361e-16,0.0,8.881784197001252e-16,10,
D12,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,not_applicable,ge8,q,0.40076967683402176,0.0033000760644974346,0.3955839627387423,0.4045950658187838,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,4_7,ce_ctw_original,4.53245575420712,0.01214962311400514,4.508877444576129,4.548420032998821,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,4_7,ce_ctw_shuffled,4.87904350853924,0.04659155092506762,4.801367531058654,4.956183534058444,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,4_7,ce_root_original,4.862557039723083,0.006610399856534897,4.851951304578709,4.874284050616546,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,4_7,ce_root_shuffled,4.87904350853924,0.04659155092506762,4.801367531058654,4.956183534058444,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,4_7,g_original,0.3301012855159623,0.007760704780243826,0.3208926759412405,0.3430738600025798,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,4_7,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,4_7,q,0.3301012855159623,0.007760704780243826,0.3208926759412405,0.3430738600025798,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,all,ce_ctw_original,4.700922865800676,0.019633730332612877,4.668749186767509,4.740715724406216,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,all,ce_ctw_shuffled,4.938493786591453,0.023379543741271953,4.892274717999425,4.975770493467117,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,all,ce_root_original,4.962327917484247,0.008191995526525934,4.94830499798592,4.976911009231024,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,all,ce_root_shuffled,4.938493786591453,0.023379543741271953,4.892274717999425,4.975770493467117,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,all,g_original,0.26140505168357003,0.014109256705596252,0.22912887204585441,0.2795558112184109,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,all,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,all,q,0.26140505168357003,0.014109256705596252,0.22912887204585441,0.2795558112184109,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,ge8,ce_ctw_original,4.780152031612522,0.02446389412104862,4.743935997124114,4.831151341633258,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,ge8,ce_ctw_shuffled,4.96645292884067,0.027050143063437126,4.922680908825637,5.013514808515986,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,ge8,ce_root_original,5.009249618358441,0.008986707181015362,4.9936196156542145,5.025175909388207,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,ge8,ce_root_shuffled,4.96645292884067,0.027050143063437126,4.922680908825637,5.013514808515986,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,ge8,g_original,0.22909758674591973,0.018934526462519637,0.18597285443754075,0.24968361853010013,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,ge8,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,document,tlg0020.tlg001.perseus-grc1.tb.xml,not_applicable,ge8,q,0.22909758674591973,0.018934526462519637,0.18597285443754075,0.24968361853010013,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,4_7,ce_ctw_original,4.63533496489334,0.006158920441673436,4.6263110975970925,4.645110619168235,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,4_7,ce_ctw_shuffled,4.815393883996018,0.04104420632617999,4.77713540631306,4.901443801584121,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,4_7,ce_root_original,4.874668843964431,0.002414333208756327,4.869631098297262,4.8776668634970335,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,4_7,ce_root_shuffled,4.815393883996018,0.04104420632617994,4.77713540631306,4.901443801584121,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,4_7,g_original,0.23933387907109066,0.006157851022914312,0.23086315281517145,0.25017896161434816,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,4_7,g_shuffled,8.881784197001253e-17,2.808666774861361e-16,0.0,8.881784197001252e-16,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,4_7,q,0.23933387907109055,0.006157851022914138,0.23086315281517145,0.2501789616143473,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,all,ce_ctw_original,4.651251993700889,0.004963480410666066,4.642633633211391,4.656927966455656,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,all,ce_ctw_shuffled,4.795176691707905,0.011881559187701195,4.775469311934812,4.819164215524032,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,all,ce_root_original,4.879725520441351,0.0020882112517709222,4.876116830268571,4.882910413535447,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,all,ce_root_shuffled,4.795176691707905,0.011881559187701002,4.775469311934813,4.819164215524032,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,all,g_original,0.22847352674046278,0.003727726157273457,0.2239707490307321,0.23379317088744678,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,all,g_shuffled,1.7763568394002506e-16,3.7448890331484815e-16,0.0,8.881784197001252e-16,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,all,q,0.2284735267404626,0.0037277261572733005,0.2239707490307321,0.2337931708874459,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,ce_ctw_original,4.663116199207019,0.00632559965752175,4.649482200041009,4.67165935073452,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,ce_ctw_shuffled,4.780107238296514,0.027683147049559573,4.72408871909488,4.815082325756806,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,ce_root_original,4.883494656605241,0.002257049049627661,4.880606137012733,4.886818841169121,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,ce_root_shuffled,4.780107238296514,0.027683147049559542,4.72408871909488,4.815082325756806,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,g_original,0.22037845739822162,0.005532538003037612,0.21330222705535373,0.23146895313390736,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,g_shuffled,8.881784197001253e-17,2.808666774861361e-16,0.0,8.881784197001252e-16,10,
D12,document,tlg0020.tlg002.perseus-grc1.tb.xml,not_applicable,ge8,q,0.22037845739822154,0.0055325380030375425,0.21330222705535373,0.23146895313390736,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,4_7,ce_ctw_original,4.4629157912542,0.009019016320912624,4.448817194912964,4.4743065093079775,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,4_7,ce_ctw_shuffled,4.841968699756984,0.06416804771785153,4.759414044339073,4.945474411745164,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,4_7,ce_root_original,4.771556371365864,0.0029550002352899366,4.768003394751331,4.777312378072585,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,4_7,ce_root_shuffled,4.841968699756984,0.06416804771785135,4.759414044339074,4.945474411745164,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,4_7,g_original,0.30864058011166373,0.009672999720043943,0.2942394234517778,0.3236060116465822,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,4_7,g_shuffled,1.7763568394002506e-16,3.7448890331484815e-16,0.0,8.881784197001252e-16,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,4_7,q,0.3086405801116635,0.009672999720043901,0.2942394234517778,0.3236060116465822,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,all,ce_ctw_original,4.613089822216422,0.0070227725889959475,4.60470327086056,4.623751978861899,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,all,ce_ctw_shuffled,4.865136384087317,0.027513854244213546,4.82552298696099,4.901634385332062,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,all,ce_root_original,4.893630582852016,0.003218515924144335,4.889127463701474,4.898145624091244,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,all,ce_root_shuffled,4.865136384087317,0.027513854244213428,4.82552298696099,4.901634385332062,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,all,g_original,0.28054076063559624,0.007083034537394043,0.26687850618195075,0.2904991299982873,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,all,g_shuffled,8.881784197001253e-17,2.808666774861361e-16,0.0,8.881784197001252e-16,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,all,q,0.2805407606355962,0.0070830345373940895,0.26687850618195075,0.2904991299982873,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,ge8,ce_ctw_original,4.724415744783009,0.010275719955586097,4.706028845106243,4.738410963378138,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,ge8,ce_ctw_shuffled,4.882310883668104,0.05003262916398177,4.834114729381559,4.997411174655297,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,ge8,ce_root_original,4.984125751212409,0.003766723398840366,4.978918279293857,4.98896299806516,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,ge8,ce_root_shuffled,4.882310883668104,0.05003262916398177,4.834114729381559,4.997411174655297,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,ge8,g_original,0.2597100064293996,0.0097805964447611,0.24170974187656835,0.2733447843381196,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,ge8,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,document,tlg0020.tlg003.perseus-grc1.tb.xml,not_applicable,ge8,q,0.2597100064293996,0.0097805964447611,0.24170974187656835,0.2733447843381196,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,4_7,ce_ctw_original,3.8807832225401038,0.005417657218664432,3.871117587693788,3.8885893873694966,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,4_7,ce_ctw_shuffled,4.366568706922567,0.013500594198070174,4.336720206609892,4.381613331176348,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,4_7,ce_root_original,4.371963214770472,0.0029799855185893617,4.366750295889444,4.37761958961985,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,4_7,ce_root_shuffled,4.366568706922568,0.013500594198070025,4.336720206609893,4.381613331176348,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,4_7,g_original,0.49117999223036807,0.0036226587898104917,0.4850312389697109,0.49596910914263104,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,4_7,g_shuffled,1.7763568394002506e-16,3.7448890331484815e-16,0.0,8.881784197001252e-16,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,4_7,q,0.4911799922303679,0.0036226587898103182,0.4850312389697109,0.49596910914263104,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,all,ce_ctw_original,3.992025503534941,0.0033524841402007522,3.9867783016249803,3.9971121037800073,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,all,ce_ctw_shuffled,4.402962659693685,0.0065354097317627475,4.3919092559676285,4.414765538563269,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,all,ce_root_original,4.517654907207592,0.002594464123051626,4.513367253968386,4.5217693382949555,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,all,ce_root_shuffled,4.402962659693685,0.00653540973176258,4.391909255967629,4.414765538563269,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,all,g_original,0.5256294036726524,0.0022574957748559346,0.5221848399964979,0.5288882991565576,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,all,g_shuffled,8.881784197001253e-17,2.808666774861361e-16,0.0,8.881784197001252e-16,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,all,q,0.5256294036726524,0.0022574957748560075,0.5221848399964979,0.5288882991565576,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,ge8,ce_ctw_original,4.026190417727716,0.0034413452681696538,4.020368160742976,4.032257252723691,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,ge8,ce_ctw_shuffled,4.414140030945349,0.009308696965113657,4.401539689685976,4.428291449710013,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,ge8,ce_root_original,4.562399981887835,0.002534030759547253,4.558396497770079,4.566040848644729,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,ge8,ce_root_shuffled,4.414140030945349,0.009308696965113657,4.401539689685976,4.428291449710013,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,ge8,g_original,0.5362095641601194,0.002876525861823828,0.531753451935784,0.5404850121100475,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,ge8,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,not_applicable,ge8,q,0.5362095641601194,0.002876525861823828,0.531753451935784,0.5404850121100475,10,
D12,group,HEX,eligible_token_weighted,all,ce_ctw_original,4.5682433332298285,0.0020783745424787555,4.56379929808137,4.571255687461729,10,
D12,group,HEX,eligible_token_weighted,all,ce_ctw_shuffled,4.743386336679191,0.004661336113369608,4.737972572955347,4.752408301466137,10,
D12,group,HEX,eligible_token_weighted,all,ce_root_original,4.830146440147686,0.0010815428255677793,4.828738088594765,4.832437974369278,10,
D12,group,HEX,eligible_token_weighted,all,ce_root_shuffled,4.743386336679191,0.004661336113369608,4.737972572955347,4.752408301466137,10,
D12,group,HEX,eligible_token_weighted,all,g_original,0.26190310691785906,0.0016418286275989098,0.2600455838041157,0.26528325868060226,10,
D12,group,HEX,eligible_token_weighted,all,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,group,HEX,eligible_token_weighted,all,q,0.26190310691785906,0.0016418286275989098,0.2600455838041157,0.26528325868060226,10,
D12,group,HEX,equal_block,all,ce_ctw_original,4.610482432966093,0.004815473150531861,4.603472212781172,4.619357556673597,10,
D12,group,HEX,equal_block,all,ce_ctw_shuffled,4.800728756721042,0.007859133561709067,4.788207594521357,4.811930067246568,10,
D12,group,HEX,equal_block,all,ce_root_original,4.869292345111101,0.0022523085516485256,4.8661408558008,4.8729307662182055,10,
D12,group,HEX,equal_block,all,ce_root_shuffled,4.800728756721042,0.007859133561709067,4.788207594521357,4.811930067246568,10,
D12,group,HEX,equal_block,all,g_original,0.2588099121450077,0.003421912850342709,0.2521347863503087,0.2634566178494402,10,
D12,group,HEX,equal_block,all,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,group,HEX,equal_block,all,q,0.2588099121450077,0.003421912850342709,0.2521347863503087,0.2634566178494402,10,
D12,group,PROSE_ALL,eligible_token_weighted,all,ce_ctw_original,4.229653140921594,0.0019551882700025148,4.226807498877778,4.232477770975531,10,
D12,group,PROSE_ALL,eligible_token_weighted,all,ce_ctw_shuffled,4.561637804526387,0.0026087442710032156,4.558104850926576,4.56527747544337,10,
D12,group,PROSE_ALL,eligible_token_weighted,all,ce_root_original,4.692401283663155,0.0006620339953549031,4.690856994249098,4.693336358117208,10,
D12,group,PROSE_ALL,eligible_token_weighted,all,ce_root_shuffled,4.561637804526387,0.0026087442710032156,4.558104850926576,4.56527747544337,10,
D12,group,PROSE_ALL,eligible_token_weighted,all,g_original,0.46274814274155923,0.0016989361128125651,0.45998997842257233,0.46492427136594355,10,
D12,group,PROSE_ALL,eligible_token_weighted,all,g_shuffled,4.595336571382045e-17,9.823311092708667e-17,0.0,2.6425758040633148e-16,10,
D12,group,PROSE_ALL,eligible_token_weighted,all,q,0.4627481427415591,0.001698936112812545,0.45998997842257233,0.46492427136594355,10,
D12,group,PROSE_ALL,equal_block,all,ce_ctw_original,4.236087033991371,0.0020685812765574908,4.233407338286236,4.239180053983845,10,
D12,group,PROSE_ALL,equal_block,all,ce_ctw_shuffled,4.57174210226279,0.0026845856844985474,4.5685732796968255,4.575664804296981,10,
D12,group,PROSE_ALL,equal_block,all,ce_root_original,4.704456768607886,0.0006572022176556541,4.70294131053597,4.705284180810037,10,
D12,group,PROSE_ALL,equal_block,all,ce_root_shuffled,4.57174210226279,0.0026845856844985474,4.5685732796968255,4.575664804296981,10,
D12,group,PROSE_ALL,equal_block,all,g_original,0.46836973461651665,0.0018373900554241986,0.46539093978985335,0.4706722455319271,10,
D12,group,PROSE_ALL,equal_block,all,g_shuffled,3.552713678800501e-17,7.489778066296963e-17,0.0,1.7763568394002506e-16,10,
D12,group,PROSE_ALL,equal_block,all,q,0.46836973461651654,0.001837390055424186,0.46539093978985335,0.4706722455319271,10,
D12,group,contrast,eligible_token_weighted,all,ce_ctw_original,0.3385901923082325,0.0034003298378054636,0.3343641133469646,0.3439146964464532,10,
D12,group,contrast,eligible_token_weighted,all,ce_ctw_shuffled,0.181748532152804,0.006012850638653512,0.1728723111479633,0.19210156975308834,10,
D12,group,contrast,eligible_token_weighted,all,ce_root_original,0.13774515648453206,0.0016344598579840631,0.1357461986447639,0.14158098012017994,10,
D12,group,contrast,eligible_token_weighted,all,ce_root_shuffled,0.181748532152804,0.006012850638653512,0.1728723111479633,0.19210156975308834,10,
D12,group,contrast,eligible_token_weighted,all,g_original,-0.2008450358237001,0.0023435970961507044,-0.20487868756182787,-0.19732091273038382,10,
D12,group,contrast,eligible_token_weighted,all,g_shuffled,-4.595336571382045e-17,9.823311092708667e-17,-2.6425758040633148e-16,0.0,10,
D12,group,contrast,eligible_token_weighted,all,q,-0.20084503582370003,0.002343597096150655,-0.20487868756182787,-0.19732091273038382,10,
D12,group,contrast,equal_block,all,ce_ctw_original,0.37439539897472207,0.005310058749100617,0.3665880302403268,0.3824419460225812,10,
D12,group,contrast,equal_block,all,ce_ctw_shuffled,0.22898665445825267,0.0094341765974485,0.2125427902243766,0.24332546904287167,10,
D12,group,contrast,equal_block,all,ce_root_original,0.16483557650321384,0.002651221019951611,0.1611476372363505,0.1690554776579738,10,
D12,group,contrast,equal_block,all,ce_root_shuffled,0.22898665445825267,0.0094341765974485,0.2125427902243766,0.24332546904287167,10,
D12,group,contrast,equal_block,all,g_original,-0.20955982247150887,0.0034813162655128677,-0.2155664560855478,-0.20467476779026894,10,
D12,group,contrast,equal_block,all,g_shuffled,-3.552713678800501e-17,7.489778066296963e-17,-1.7763568394002506e-16,0.0,10,
D12,group,contrast,equal_block,all,q,-0.2095598224715088,0.003481316265512825,-0.21556645608554764,-0.20467476779026894,10,
D12,group_difference,HEX,eligible_token_weighted,all,ce_ctw_original,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,eligible_token_weighted,all,ce_ctw_shuffled,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,eligible_token_weighted,all,ce_root_original,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,eligible_token_weighted,all,ce_root_shuffled,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,eligible_token_weighted,all,g_original,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,eligible_token_weighted,all,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,eligible_token_weighted,all,q,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,equal_block,all,ce_ctw_original,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,equal_block,all,ce_ctw_shuffled,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,equal_block,all,ce_root_original,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,equal_block,all,ce_root_shuffled,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,equal_block,all,g_original,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,equal_block,all,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,group_difference,HEX,equal_block,all,q,0.0,0.0,0.0,0.0,10,
D12,group_difference,PROSE_ALL,eligible_token_weighted,all,ce_ctw_original,-1.0659437776894265e-10,1.5945533735268497e-10,-4.691775856713321e-10,-1.687538997430238e-14,10,
D12,group_difference,PROSE_ALL,eligible_token_weighted,all,ce_ctw_shuffled,0.0,0.0,0.0,0.0,10,
D12,group_difference,PROSE_ALL,eligible_token_weighted,all,ce_root_original,0.0,0.0,0.0,0.0,10,
D12,group_difference,PROSE_ALL,eligible_token_weighted,all,ce_root_shuffled,0.0,0.0,0.0,0.0,10,
D12,group_difference,PROSE_ALL,eligible_token_weighted,all,g_original,1.0659426674664019e-10,1.594551966360712e-10,1.6542323066914832e-14,4.691775301601808e-10,10,
D12,group_difference,PROSE_ALL,eligible_token_weighted,all,g_shuffled,0.0,0.0,0.0,0.0,10,
D12,group_difference,PROSE_ALL,eligible_token_weighted,all,q,1.0659426119552506e-10,1.5945519215500313e-10,1.6542323066914832e-14,4.691775301601808e-10,10,
D12,group_difference,PROSE_ALL,equal_block,all,ce_ctw_original,-1.4728840369571117e-10,2.3687464068012664e-10,-7.273692759213191e-10,-2.4868995751603507e-14,10,
D12,group_difference,PROSE_ALL,equal_block,all,ce_ctw_shuffled,0.0,0.0,0.0,0.0,10,
D12,group_difference,PROSE_ALL,equal_block,all,ce_root_original,0.0,0.0,0.0,0.0,10,
D12,group_difference,PROSE_ALL,equal_block,all,ce_root_shuffled,0.0,0.0,0.0,0.0,10,
D12,group_difference,PROSE_ALL,equal_block,all,g_original,1.4728888109161176e-10,2.368750205165356e-10,2.5590640717609858e-14,7.273712188116122e-10,10,
