cell,level,unit,aggregation,past_band,metric,mean,sd,min,max,S,reason
C0,block,ATHENAEUS,not_applicable,ge8,ce_ctw_original,4.265530473044059,0.001751265400384602,4.262286581496058,4.268757172394898,20,
C0,block,ATHENAEUS,not_applicable,ge8,ce_ctw_shuffled,4.576247240444974,0.007016792139416303,4.563327290539528,4.586460751943111,20,
C0,block,ATHENAEUS,not_applicable,ge8,ce_root_original,4.726909790198659,0.0012628593118322582,4.723918633477415,4.72890146574108,20,
C0,block,ATHENAEUS,not_applicable,ge8,ce_root_shuffled,4.5762472404449746,0.00701679213941617,4.563327290539529,4.586460751943111,20,
C0,block,ATHENAEUS,not_applicable,ge8,g_original,0.46137931715460107,0.0020672860666772963,0.45672562668891015,0.4658522221237478,20,
C0,block,ATHENAEUS,not_applicable,ge8,g_shuffled,1.3322676295501878e-16,3.2538198671663145e-16,0.0,8.881784197001252e-16,20,
C0,block,ATHENAEUS,not_applicable,ge8,q,0.46137931715460107,0.002067286066677293,0.45672562668891015,0.4658522221237478,20,
C0,block,DIODORUS,not_applicable,4_7,ce_ctw_original,3.880698185357022,0.004162135076784424,3.871117587693788,3.8885893873694966,20,
C0,block,DIODORUS,not_applicable,4_7,ce_ctw_shuffled,4.372351835986817,0.01615647239536734,4.336720206609892,4.4069554608832515,20,
C0,block,DIODORUS,not_applicable,4_7,ce_root_original,4.372811894009358,0.002553170504466153,4.366750295889444,4.37761958961985,20,
C0,block,DIODORUS,not_applicable,4_7,ce_root_shuffled,4.372351835986817,0.016156472395367247,4.336720206609893,4.4069554608832515,20,
C0,block,DIODORUS,not_applicable,4_7,g_original,0.49211370865233606,0.003482708872855191,0.4850312389697109,0.4992402331780865,20,
C0,block,DIODORUS,not_applicable,4_7,g_shuffled,8.881784197001253e-17,2.7337554942045927e-16,0.0,8.881784197001252e-16,20,
C0,block,DIODORUS,not_applicable,4_7,q,0.4921137086523359,0.0034827088728551303,0.4850312389697109,0.4992402331780865,20,
C0,block,DIODORUS,not_applicable,all,ce_ctw_original,3.9923068751420816,0.002611280578467514,3.9867783016249803,3.9971121037800073,20,
C0,block,DIODORUS,not_applicable,all,ce_ctw_shuffled,4.405176700562363,0.007033244910644293,4.3919092559676285,4.419590358446292,20,
C0,block,DIODORUS,not_applicable,all,ce_root_original,4.5184767846232985,0.0024879866405637828,4.513367253968386,4.521957517301185,20,
C0,block,DIODORUS,not_applicable,all,ce_root_shuffled,4.405176700562363,0.007033244910644214,4.391909255967629,4.419590358446292,20,
C0,block,DIODORUS,not_applicable,all,g_original,0.5261699094812174,0.0019067765269695901,0.5221848399964979,0.5289649323555423,20,
C0,block,DIODORUS,not_applicable,all,g_shuffled,1.3322676295501878e-16,3.2538198671663145e-16,0.0,8.881784197001252e-16,20,
C0,block,DIODORUS,not_applicable,all,q,0.5261699094812171,0.0019067765269695533,0.5221848399964979,0.5289649323555423,20,
C0,block,DIODORUS,not_applicable,ge8,ce_ctw_original,4.026584321411382,0.0028617091573580763,4.020368160742976,4.032257252723691,20,
C0,block,DIODORUS,not_applicable,ge8,ce_ctw_shuffled,4.415257927516574,0.009188772899720294,4.401453296715297,4.430609698838007,20,
C0,block,DIODORUS,not_applicable,ge8,ce_root_original,4.56321362788307,0.00254676836632701,4.558396497770079,4.566870674062401,20,
C0,block,DIODORUS,not_applicable,ge8,ce_root_shuffled,4.415257927516574,0.00918877289972031,4.401453296715297,4.430609698838007,20,
C0,block,DIODORUS,not_applicable,ge8,g_original,0.5366293064716896,0.002276501781763305,0.531753451935784,0.5404850121100475,20,
C0,block,DIODORUS,not_applicable,ge8,g_shuffled,8.881784197001253e-17,2.7337554942045927e-16,0.0,8.881784197001252e-16,20,
C0,block,DIODORUS,not_applicable,ge8,q,0.5366293064716896,0.0022765017817632243,0.531753451935784,0.5404850121100475,20,
C0,block,HERODOTUS,not_applicable,4_7,ce_ctw_original,4.315565014405509,0.004228217947614158,4.3077185819164585,4.323486330873187,20,
C0,block,HERODOTUS,not_applicable,4_7,ce_ctw_shuffled,4.621264090325738,0.023752605473619362,4.588291324205898,4.666129849824833,20,
C0,block,HERODOTUS,not_applicable,4_7,ce_root_original,4.691482885431263,0.0016088006598110535,4.687757740469164,4.695390016352246,20,
C0,block,HERODOTUS,not_applicable,4_7,ce_root_shuffled,4.621264090325738,0.023752605473619435,4.588291324205898,4.666129849824833,20,
C0,block,HERODOTUS,not_applicable,4_7,g_original,0.3759178710257526,0.003878393223704543,0.3680834743153394,0.38231061853177284,20,
C0,block,HERODOTUS,not_applicable,4_7,g_shuffled,4.4408920985006264e-17,1.986027322597818e-16,0.0,8.881784197001252e-16,20,
C0,block,HERODOTUS,not_applicable,4_7,q,0.3759178710257526,0.0038783932237044677,0.3680834743153394,0.38231061853177284,20,
C0,block,HERODOTUS,not_applicable,all,ce_ctw_original,4.393918122085595,0.003251501490855096,4.389270071265705,4.400086122926136,20,
C0,block,HERODOTUS,not_applicable,all,ce_ctw_shuffled,4.64254075857245,0.008035129129940888,4.626195201931035,4.660463959069936,20,
C0,block,HERODOTUS,not_applicable,all,ce_root_original,4.7870678048508655,0.0013939265718962716,4.78353938704546,4.789981286417175,20,
C0,block,HERODOTUS,not_applicable,all,ce_root_shuffled,4.64254075857245,0.00803512912994084,4.626195201931035,4.660463959069936,20,
C0,block,HERODOTUS,not_applicable,all,g_original,0.39314968276527085,0.002548940530983158,0.3886040258099914,0.39677859816021854,20,
