cell,reference,level,unit,aggregation,past_band,seed,metric,value,reference_value,difference
D12,C0,block,HESIODIC_TRADITION,not_applicable,4_7,0,g_original,0.2920272070547787,0.2920272070547787,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,ge8,0,g_original,0.22344914050154596,0.22344914050154596,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,4_7,1,g_original,0.29374060700839966,0.29374060700839966,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,ge8,1,g_original,0.22689668785670758,0.22689668785670758,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,4_7,2,g_original,0.29053277476259964,0.29053277476259964,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,ge8,2,g_original,0.243191906339133,0.243191906339133,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,4_7,3,g_original,0.2926452264540371,0.2926452264540371,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,ge8,3,g_original,0.22705773324359857,0.22705773324359857,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,4_7,4,g_original,0.29002592694994167,0.29002592694994167,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,ge8,4,g_original,0.2115246125296304,0.2115246125296304,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,4_7,5,g_original,0.29327600333779813,0.29327600333779813,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,ge8,5,g_original,0.23382287539306823,0.23382287539306823,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,4_7,6,g_original,0.2899107589635639,0.2899107589635639,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,ge8,6,g_original,0.23923260414161973,0.23923260414161973,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,4_7,7,g_original,0.2904500101110754,0.2904500101110754,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,ge8,7,g_original,0.23447346866915275,0.23447346866915275,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,4_7,8,g_original,0.28936382339973576,0.28936382339973576,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,ge8,8,g_original,0.2408229660202812,0.2408229660202812,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,4_7,9,g_original,0.2928781228163331,0.2928781228163331,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,ge8,9,g_original,0.2442824273496047,0.2442824273496047,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,4_7,0,g_original,0.2564692418114456,0.2564692418114456,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,ge8,0,g_original,0.26563193799064155,0.26563193799064155,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,4_7,1,g_original,0.2575030090993158,0.2575030090993158,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,ge8,1,g_original,0.26793329567926616,0.26793329567926616,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,4_7,2,g_original,0.2603328101054698,0.2603328101054698,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,ge8,2,g_original,0.2701019459169034,0.2701019459169034,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,4_7,3,g_original,0.25689075281864415,0.25689075281864415,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,ge8,3,g_original,0.2682966122348782,0.2682966122348782,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,4_7,4,g_original,0.2592672693948481,0.2592672693948481,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,ge8,4,g_original,0.2660922781845487,0.2660922781845487,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,4_7,5,g_original,0.25514489051831823,0.25514489051831823,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,ge8,5,g_original,0.26597272345682565,0.26597272345682565,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,4_7,6,g_original,0.25833882467522873,0.25833882467522873,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,ge8,6,g_original,0.2683200828881924,0.2683200828881924,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,4_7,7,g_original,0.25437645478162096,0.25437645478162096,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,ge8,7,g_original,0.2654692754027179,0.2654692754027179,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,4_7,8,g_original,0.25782207865995677,0.25782207865995677,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,ge8,8,g_original,0.2666018478033978,0.2666018478033978,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,4_7,9,g_original,0.25622172813789756,0.25622172813789756,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,ge8,9,g_original,0.267706923137748,0.267706923137748,0.0
D12,C0,block,PLUTARCH,not_applicable,4_7,0,g_original,0.4913144636131337,0.4913144636131337,0.0
D12,C0,block,PLUTARCH,not_applicable,ge8,0,g_original,0.5555245790553167,0.5555245790553167,0.0
D12,C0,block,PLUTARCH,not_applicable,4_7,1,g_original,0.49772302032971805,0.49772302032971805,0.0
D12,C0,block,PLUTARCH,not_applicable,ge8,1,g_original,0.5595611526550792,0.5595611526550792,0.0
D12,C0,block,PLUTARCH,not_applicable,4_7,2,g_original,0.4953583274617106,0.49535832735725993,1.0445067033515443e-10
D12,C0,block,PLUTARCH,not_applicable,ge8,2,g_original,0.5610796109017642,0.5610796109081795,-6.4153127254940046e-12
D12,C0,block,PLUTARCH,not_applicable,4_7,3,g_original,0.498892128801641,0.49889212880053346,1.1075584893660562e-12
D12,C0,block,PLUTARCH,not_applicable,ge8,3,g_original,0.5588287426271457,0.5588287426264689,6.767919558114954e-13
D12,C0,block,PLUTARCH,not_applicable,4_7,4,g_original,0.4923801897140381,0.49238018735071165,2.3633264234490525e-09
D12,C0,block,PLUTARCH,not_applicable,ge8,4,g_original,0.5571752653736937,0.5571752637682632,1.6054304552426402e-09
D12,C0,block,PLUTARCH,not_applicable,4_7,5,g_original,0.5047525504071464,0.5047525504071464,0.0
D12,C0,block,PLUTARCH,not_applicable,ge8,5,g_original,0.5598803363423643,0.5598803363423643,0.0
D12,C0,block,PLUTARCH,not_applicable,4_7,6,g_original,0.49113760819865426,0.49113760376083615,4.437818112990044e-09
D12,C0,block,PLUTARCH,not_applicable,ge8,6,g_original,0.5534435858288829,0.55344358265351,3.175372853547742e-09
D12,C0,block,PLUTARCH,not_applicable,4_7,7,g_original,0.5006191406202518,0.5006191403536029,2.666489251623716e-10
D12,C0,block,PLUTARCH,not_applicable,ge8,7,g_original,0.5597231813084029,0.5597231811378913,1.7051160483561034e-10
D12,C0,block,PLUTARCH,not_applicable,4_7,8,g_original,0.5018974907696316,0.5018974907696316,0.0
D12,C0,block,PLUTARCH,not_applicable,ge8,8,g_original,0.5538967729723243,0.5538967729723243,0.0
D12,C0,block,PLUTARCH,not_applicable,4_7,9,g_original,0.5010215536530369,0.5010215523229418,1.3300951451356013e-09
D12,C0,block,PLUTARCH,not_applicable,ge8,9,g_original,0.5591635003513948,0.5591634997662123,5.851825690683654e-10
D12,C0,block,THUCYDIDES,not_applicable,4_7,0,g_original,0.4232610196473363,0.42326101957378715,7.354916675694767e-11
D12,C0,block,THUCYDIDES,not_applicable,ge8,0,g_original,0.4272002709917553,0.427200270858906,1.3284928712664623e-10
D12,C0,block,THUCYDIDES,not_applicable,4_7,1,g_original,0.4307187044313219,0.4307187044313219,0.0
D12,C0,block,THUCYDIDES,not_applicable,ge8,1,g_original,0.42476210789422275,0.42476210789422275,0.0
D12,C0,block,THUCYDIDES,not_applicable,4_7,2,g_original,0.4317663497233921,0.43176634972266825,7.238654120556021e-13
D12,C0,block,THUCYDIDES,not_applicable,ge8,2,g_original,0.42790920273275024,0.42790920273193755,8.126832540256146e-13
D12,C0,block,THUCYDIDES,not_applicable,4_7,3,g_original,0.43443647438993693,0.43443647438993693,0.0
D12,C0,block,THUCYDIDES,not_applicable,ge8,3,g_original,0.42842662624337713,0.42842662624337713,0.0
D12,C0,block,THUCYDIDES,not_applicable,4_7,4,g_original,0.43769950996823415,0.4376995099676986,5.355715870791755e-13
D12,C0,block,THUCYDIDES,not_applicable,ge8,4,g_original,0.4248168739175817,0.42481687391681344,7.682743330406083e-13
D12,C0,block,THUCYDIDES,not_applicable,4_7,5,g_original,0.4366044960153532,0.43660449601526885,8.43769498715119e-14
D12,C0,block,THUCYDIDES,not_applicable,ge8,5,g_original,0.4303545852746504,0.43035458527450565,1.4477308241112041e-13
D12,C0,block,THUCYDIDES,not_applicable,4_7,6,g_original,0.4279792498930428,0.4279792498930428,0.0
D12,C0,block,THUCYDIDES,not_applicable,ge8,6,g_original,0.4232410147954795,0.4232410147954795,0.0
D12,C0,block,THUCYDIDES,not_applicable,4_7,7,g_original,0.4367411168895794,0.4367411168895794,0.0
D12,C0,block,THUCYDIDES,not_applicable,ge8,7,g_original,0.43027596583919525,0.43027596583919525,0.0
D12,C0,block,THUCYDIDES,not_applicable,4_7,8,g_original,0.43261711078155773,0.4326171107723962,9.161560399206792e-12
D12,C0,block,THUCYDIDES,not_applicable,ge8,8,g_original,0.431366783335311,0.431366783325001,1.0309975095879054e-11
D12,C0,block,THUCYDIDES,not_applicable,4_7,9,g_original,0.4321930820222093,0.4321930820222093,0.0
D12,C0,block,THUCYDIDES,not_applicable,ge8,9,g_original,0.430457698818274,0.430457698818274,0.0
D12,C0,block,ATHENAEUS,not_applicable,all,0,g_original,0.45164535196779276,0.45164535196779276,0.0
D12,C0,block,ATHENAEUS,not_applicable,all,1,g_original,0.4500322178898726,0.4500322178898726,0.0
D12,C0,block,ATHENAEUS,not_applicable,all,2,g_original,0.4527455888505152,0.4527455888505152,0.0
D12,C0,block,ATHENAEUS,not_applicable,all,3,g_original,0.45162626084506385,0.45162626084506385,0.0
D12,C0,block,ATHENAEUS,not_applicable,all,4,g_original,0.4524897505962233,0.4524897505962233,0.0
D12,C0,block,ATHENAEUS,not_applicable,all,5,g_original,0.45200157624157367,0.45200157624157367,0.0
D12,C0,block,ATHENAEUS,not_applicable,all,6,g_original,0.4495667390306899,0.44956673890584575,1.24844135029889e-10
D12,C0,block,ATHENAEUS,not_applicable,all,7,g_original,0.45320615062974934,0.45320614986554375,7.642055876999621e-10
D12,C0,block,ATHENAEUS,not_applicable,all,8,g_original,0.4527122193237325,0.4527122193006923,2.304023638544095e-11
D12,C0,block,ATHENAEUS,not_applicable,all,9,g_original,0.454234291417686,0.454234291417686,0.0
D12,C0,block,DIODORUS,not_applicable,all,0,g_original,0.5221848399964979,0.5221848399964979,0.0
D12,C0,block,DIODORUS,not_applicable,all,1,g_original,0.5238933596017574,0.5238933596017574,0.0
D12,C0,block,DIODORUS,not_applicable,all,2,g_original,0.5274555784664043,0.5274555784664043,0.0
D12,C0,block,DIODORUS,not_applicable,all,3,g_original,0.5271453815071689,0.5271453815071689,0.0
D12,C0,block,DIODORUS,not_applicable,all,4,g_original,0.523965790423583,0.523965790423583,0.0
D12,C0,block,DIODORUS,not_applicable,all,5,g_original,0.5258032250953342,0.5258032250953342,0.0
D12,C0,block,DIODORUS,not_applicable,all,6,g_original,0.5288882991565576,0.5288882991565576,0.0
D12,C0,block,DIODORUS,not_applicable,all,7,g_original,0.5276076034794928,0.5276076034794928,0.0
D12,C0,block,DIODORUS,not_applicable,all,8,g_original,0.5264358408332339,0.5264358408332339,0.0
D12,C0,block,DIODORUS,not_applicable,all,9,g_original,0.5229141181664949,0.5229141181664949,0.0
D12,C0,block,HERODOTUS,not_applicable,all,0,g_original,0.3886040258099914,0.3886040258099914,0.0
D12,C0,block,HERODOTUS,not_applicable,all,1,g_original,0.39212174942951883,0.39212174942870437,8.144596108650148e-13
D12,C0,block,HERODOTUS,not_applicable,all,2,g_original,0.39477238455708186,0.39477238455708186,0.0
D12,C0,block,HERODOTUS,not_applicable,all,3,g_original,0.3960575892152338,0.3960575892152338,0.0
D12,C0,block,HERODOTUS,not_applicable,all,4,g_original,0.3937891824538706,0.3937891824538706,0.0
D12,C0,block,HERODOTUS,not_applicable,all,5,g_original,0.3963861988393864,0.3963861988393864,0.0
D12,C0,block,HERODOTUS,not_applicable,all,6,g_original,0.3893901941671123,0.38939019416707676,3.552713678800501e-14
D12,C0,block,HERODOTUS,not_applicable,all,7,g_original,0.39652779452948295,0.39652779452948295,0.0
D12,C0,block,HERODOTUS,not_applicable,all,8,g_original,0.39677859816021854,0.39677859816021854,0.0
D12,C0,block,HERODOTUS,not_applicable,all,9,g_original,0.38880023519966844,0.38880023519966844,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,all,0,g_original,0.249320552275746,0.249320552275746,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,all,1,g_original,0.25211388402295487,0.25211388402295487,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,all,2,g_original,0.26105148101496667,0.26105148101496667,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,all,3,g_original,0.25180093656455593,0.25180093656455593,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,all,4,g_original,0.24113961820505825,0.24113961820505825,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,all,5,g_original,0.2562518593471186,0.2562518593471186,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,all,6,g_original,0.25835118647052546,0.25835118647052546,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,all,7,g_original,0.2555908933229283,0.2555908933229283,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,all,8,g_original,0.259135242412059,0.259135242412059,0.0
D12,C0,block,HESIODIC_TRADITION,not_applicable,all,9,g_original,0.26261539167862136,0.26261539167862136,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,all,0,g_original,0.2616549655378577,0.2616549655378577,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,all,1,g_original,0.2634061388695397,0.2634061388695397,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,all,2,g_original,0.2658617546839137,0.2658617546839137,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,all,3,g_original,0.2633460182381375,0.2633460182381375,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,all,4,g_original,0.2631299544955592,0.2631299544955592,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,all,5,g_original,0.26127301580772144,0.26127301580772144,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,all,6,g_original,0.2639878221452028,0.2639878221452028,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,all,7,g_original,0.2606545526212356,0.2606545526212356,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,all,8,g_original,0.2627910808258189,0.2627910808258189,0.0
D12,C0,block,HOMERIC_TRADITION,not_applicable,all,9,g_original,0.26272189436063265,0.26272189436063265,0.0
D12,C0,block,PLUTARCH,not_applicable,all,0,g_original,0.5384043627948305,0.5384043627948305,0.0
D12,C0,block,PLUTARCH,not_applicable,all,1,g_original,0.5430733735681841,0.5430733735681841,0.0
D12,C0,block,PLUTARCH,not_applicable,all,2,g_original,0.543556474902676,0.5435564748795318,2.3144153260545863e-11
D12,C0,block,PLUTARCH,not_applicable,all,3,g_original,0.5428479616622228,0.5428479616614306,7.922551503725117e-13
D12,C0,block,PLUTARCH,not_applicable,all,4,g_original,0.5398990823257641,0.5398990805182571,1.8075070329359733e-09
D12,C0,block,PLUTARCH,not_applicable,all,5,g_original,0.5451817236600274,0.5451817236600274,0.0
D12,C0,block,PLUTARCH,not_applicable,all,6,g_original,0.5368310660723807,0.5368310625604042,3.511976487402535e-09
D12,C0,block,PLUTARCH,not_applicable,all,7,g_original,0.5439643876746985,0.543964387478554,1.9614443402815596e-10
D12,C0,block,PLUTARCH,not_applicable,all,8,g_original,0.5400323070611597,0.5400323070611597,0.0
D12,C0,block,PLUTARCH,not_applicable,all,9,g_original,0.5436612279379789,0.5436612271541827,7.837961391032877e-10
D12,C0,block,THUCYDIDES,not_applicable,all,0,g_original,0.42611611838015406,0.42611611826362505,1.1652900866465643e-10
D12,C0,block,THUCYDIDES,not_applicable,all,1,g_original,0.4264014700794023,0.4264014700794023,0.0
D12,C0,block,THUCYDIDES,not_applicable,all,2,g_original,0.4289707587538363,0.42897075875304846,7.878142582740111e-13
D12,C0,block,THUCYDIDES,not_applicable,all,3,g_original,0.430080644226428,0.430080644226428,0.0
D12,C0,block,THUCYDIDES,not_applicable,all,4,g_original,0.4283624063798417,0.42836240637913736,7.043254868221993e-13
D12,C0,block,THUCYDIDES,not_applicable,all,5,g_original,0.432074672788592,0.4320746727884641,1.2789769243681803e-13
D12,C0,block,THUCYDIDES,not_applicable,all,6,g_original,0.42454506206392484,0.42454506206392484,0.0
D12,C0,block,THUCYDIDES,not_applicable,all,7,g_original,0.4320552913462121,0.4320552913462121,0.0
D12,C0,block,THUCYDIDES,not_applicable,all,8,g_original,0.4317108958703315,0.43171089586033684,9.99467175688551e-12
D12,C0,block,THUCYDIDES,not_applicable,all,9,g_original,0.4309353073961937,0.4309353073961937,0.0
D12,C0,group,HEX,equal_block,all,0,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,equal_block,all,0,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,equal_block,all,0,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,eligible_token_weighted,all,0,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,eligible_token_weighted,all,0,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,eligible_token_weighted,all,0,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,equal_block,all,1,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,equal_block,all,1,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,equal_block,all,1,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,eligible_token_weighted,all,1,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,eligible_token_weighted,all,1,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,eligible_token_weighted,all,1,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,equal_block,all,2,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,equal_block,all,2,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,equal_block,all,2,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,eligible_token_weighted,all,2,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,eligible_token_weighted,all,2,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,eligible_token_weighted,all,2,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,equal_block,all,3,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,equal_block,all,3,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,equal_block,all,3,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,eligible_token_weighted,all,3,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,eligible_token_weighted,all,3,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,eligible_token_weighted,all,3,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,equal_block,all,4,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,equal_block,all,4,g_shuffled,1.7763568394002506e-16,1.7763568394002506e-16,0.0
D12,C0,group,contrast,equal_block,all,4,g_shuffled,-1.7763568394002506e-16,-1.7763568394002506e-16,0.0
D12,C0,group,HEX,eligible_token_weighted,all,4,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,eligible_token_weighted,all,4,g_shuffled,1.9527607673187303e-16,1.9527607673187303e-16,0.0
D12,C0,group,contrast,eligible_token_weighted,all,4,g_shuffled,-1.9527607673187303e-16,-1.9527607673187303e-16,0.0
D12,C0,group,HEX,equal_block,all,5,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,equal_block,all,5,g_shuffled,1.7763568394002506e-16,1.7763568394002506e-16,0.0
D12,C0,group,contrast,equal_block,all,5,g_shuffled,-1.7763568394002506e-16,-1.7763568394002506e-16,0.0
D12,C0,group,HEX,eligible_token_weighted,all,5,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,eligible_token_weighted,all,5,g_shuffled,2.6425758040633148e-16,2.6425758040633148e-16,0.0
D12,C0,group,contrast,eligible_token_weighted,all,5,g_shuffled,-2.6425758040633148e-16,-2.6425758040633148e-16,0.0
D12,C0,group,HEX,equal_block,all,6,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,equal_block,all,6,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,equal_block,all,6,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,eligible_token_weighted,all,6,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,eligible_token_weighted,all,6,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,eligible_token_weighted,all,6,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,equal_block,all,7,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,equal_block,all,7,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,equal_block,all,7,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,eligible_token_weighted,all,7,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,eligible_token_weighted,all,7,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,eligible_token_weighted,all,7,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,equal_block,all,8,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,equal_block,all,8,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,equal_block,all,8,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,eligible_token_weighted,all,8,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,eligible_token_weighted,all,8,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,eligible_token_weighted,all,8,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,equal_block,all,9,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,equal_block,all,9,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,equal_block,all,9,g_shuffled,0.0,0.0,0.0
D12,C0,group,HEX,eligible_token_weighted,all,9,g_shuffled,0.0,0.0,0.0
D12,C0,group,PROSE_ALL,eligible_token_weighted,all,9,g_shuffled,0.0,0.0,0.0
D12,C0,group,contrast,eligible_token_weighted,all,9,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,4_7,0,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,ge8,0,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,4_7,1,g_shuffled,8.881784197001252e-16,8.881784197001252e-16,0.0
D12,C0,block,ATHENAEUS,not_applicable,ge8,1,g_shuffled,8.881784197001252e-16,8.881784197001252e-16,0.0
D12,C0,block,ATHENAEUS,not_applicable,4_7,2,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,ge8,2,g_shuffled,8.881784197001252e-16,8.881784197001252e-16,0.0
D12,C0,block,ATHENAEUS,not_applicable,4_7,3,g_shuffled,8.881784197001252e-16,8.881784197001252e-16,0.0
D12,C0,block,ATHENAEUS,not_applicable,ge8,3,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,4_7,4,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,ge8,4,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,4_7,5,g_shuffled,8.881784197001252e-16,8.881784197001252e-16,0.0
D12,C0,block,ATHENAEUS,not_applicable,ge8,5,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,4_7,6,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,ge8,6,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,4_7,7,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,ge8,7,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,4_7,8,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,ge8,8,g_shuffled,8.881784197001252e-16,8.881784197001252e-16,0.0
D12,C0,block,ATHENAEUS,not_applicable,4_7,9,g_shuffled,0.0,0.0,0.0
D12,C0,block,ATHENAEUS,not_applicable,ge8,9,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,4_7,0,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,ge8,0,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,4_7,1,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,ge8,1,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,4_7,2,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,ge8,2,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,4_7,3,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,ge8,3,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,4_7,4,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,ge8,4,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,4_7,5,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,ge8,5,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,4_7,6,g_shuffled,8.881784197001252e-16,8.881784197001252e-16,0.0
D12,C0,block,DIODORUS,not_applicable,ge8,6,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,4_7,7,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,ge8,7,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,4_7,8,g_shuffled,8.881784197001252e-16,8.881784197001252e-16,0.0
D12,C0,block,DIODORUS,not_applicable,ge8,8,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,4_7,9,g_shuffled,0.0,0.0,0.0
D12,C0,block,DIODORUS,not_applicable,ge8,9,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,4_7,0,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,ge8,0,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,4_7,1,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,ge8,1,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,4_7,2,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,ge8,2,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,4_7,3,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,ge8,3,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,4_7,4,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,ge8,4,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,4_7,5,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,ge8,5,g_shuffled,0.0,0.0,0.0
D12,C0,block,HERODOTUS,not_applicable,4_7,6,g_shuffled,0.0,0.0,0.0
