cell,variant,held_block,held_block_key,seed,doc_id,past_band,n,sum_loss_ctw_original,sum_loss_root_original,sum_loss_ctw_shuffled,sum_loss_root_shuffled,changed_symbol_eligible_slot_count,eligible_slot_count,ce_ctw_original,ce_root_original,g_original,ce_ctw_shuffled,ce_root_shuffled,g_shuffled,q,reason
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,3,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3875.3082489854223,4356.819494155003,4207.493758709945,4207.493758709946,821,925,4.189522431335591,4.710075128816219,0.5205526974806274,4.548641901308049,4.5486419013080495,8.881784197001252e-16,0.5205526974806265,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,3,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11187.783406542183,12639.271706800162,12186.96943780364,12186.96943780364,2349,2568,4.356613476067828,4.92183477679134,0.5652213007235121,4.74570460973662,4.74570460973662,0.0,0.5652213007235121,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,3,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3777.8903735887075,4214.340645412109,4152.674768138657,4152.674768138657,803,915,4.128841938348314,4.6058367709421955,0.4769948325938813,4.538442369550444,4.538442369550444,0.0,0.4769948325938813,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,3,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10361.87151541723,11738.615481591809,11427.567618261257,11427.567618261257,2292,2493,4.156386488334228,4.7086303576381106,0.5522438693038829,4.583861860513942,4.583861860513942,0.0,0.5522438693038829,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,4,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3869.635904807607,4356.599962979912,4285.419352907118,4285.419352907118,827,925,4.183390167359575,4.709837797816121,0.5264476304565457,4.6328857869266145,4.6328857869266145,0.0,0.5264476304565457,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,4,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11200.874636584762,12650.787786524848,12128.228218223257,12128.228218223257,2339,2568,4.361711307081293,4.9263192315127915,0.5646079244314981,4.72283030304644,4.72283030304644,0.0,0.5646079244314981,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,4,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3796.768860899597,4215.784347452601,4213.767249329886,4213.767249329886,823,915,4.149474164917592,4.607414587379892,0.4579404224622996,4.6052101085572525,4.6052101085572525,0.0,0.4579404224622996,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,4,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10372.417048025287,11742.367908016382,11361.476790735855,11361.476790735855,2260,2493,4.1606165455376205,4.710135542726186,0.5495189971885655,4.557351299934157,4.557351299934157,0.0,0.5495189971885655,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,5,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3877.046926568391,4358.008199477298,4319.270932865939,4319.270932865939,818,925,4.191402082776639,4.711360215651133,0.5199581328744944,4.6694820895847995,4.6694820895847995,0.0,0.5199581328744944,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,5,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11205.80047423814,12663.287437029883,12089.378248535124,12089.378248535124,2345,2568,4.363629468161269,4.931186696662727,0.5675572285014576,4.7077018101772286,4.7077018101772286,0.0,0.5675572285014576,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,5,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3771.048551570453,4218.8319714106965,4098.968537191176,4098.968537191176,801,915,4.1213645372354675,4.610745323946117,0.4893807867106492,4.479747035181614,4.479747035181614,0.0,0.4893807867106492,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,5,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10369.022873416237,11745.090292853196,11422.929580607031,11422.929580607031,2269,2493,4.159255063544419,4.711227554293299,0.5519724907488799,4.582001436264353,4.582001436264353,0.0,0.5519724907488799,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,6,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3881.2904590179746,4358.1485489646375,4323.615602655453,4323.615602655453,805,925,4.195989685424838,4.711511944826635,0.5155222594017976,4.674179029897787,4.674179029897787,0.0,0.5155222594017976,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,6,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11203.644988502998,12644.507064885644,12159.740904806205,12159.740904806207,2352,2568,4.362790104557242,4.923873467634596,0.561083363077354,4.735101598444784,4.735101598444785,8.881784197001252e-16,0.5610833630773531,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,6,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3788.573024179586,4215.408125152861,4115.05455872241,4115.05455872241,803,915,4.140516966316487,4.6070034154676085,0.46648644915112136,4.497327386581868,4.497327386581868,0.0,0.46648644915112136,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,6,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10378.014395481321,11738.13029090809,11469.848918555108,11469.848918555108,2280,2493,4.1628617711517535,4.708435736425226,0.5455739652734728,4.6008218686542754,4.6008218686542754,0.0,0.5455739652734728,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,7,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3876.0877514460967,4352.712861909879,4203.922825326946,4203.922825326946,815,925,4.190365136698483,4.705635526389059,0.5152703896905759,4.5447814327858875,4.5447814327858875,0.0,0.5152703896905759,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,7,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11187.605971775716,12640.449600954755,12213.19607301063,12213.19607301063,2357,2568,4.3565443815326,4.922293458315714,0.5657490767831144,4.755917473913796,4.755917473913796,0.0,0.5657490767831144,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,7,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3772.7923797492635,4217.306487536111,4101.219159334332,4101.219159334332,806,915,4.123270360381709,4.609078128454765,0.48580776807305615,4.482206731512932,4.482206731512932,0.0,0.48580776807305615,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,7,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10363.299840763078,11743.21523132291,11417.974673168472,11417.974673168472,2258,2493,4.15695942268876,4.710475423715568,0.5535160010268081,4.580013908210378,4.580013908210378,0.0,0.5535160010268081,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,8,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3863.9520429820627,4355.500718459784,4351.329222990564,4351.329222990564,812,925,4.1772454518725,4.708649425361929,0.5314039734894287,4.704139700530339,4.704139700530339,0.0,0.5314039734894287,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,8,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11205.813312608572,12644.492305297894,11999.661372146253,11999.661372146253,2333,2568,4.363634467526703,4.923867720131579,0.5602332526048759,4.672765331832653,4.672765331832653,0.0,0.5602332526048759,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,8,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3783.589733516763,4215.532441055164,4113.309900180075,4113.309900180075,815,915,4.135070747012856,4.607139279841709,0.4720685328288532,4.495420655934508,4.495420655934508,0.0,0.4720685328288532,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,8,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10379.152203082565,11743.74477840618,11453.803722403538,11453.803722403538,2221,2493,4.163318172114948,4.710687837306931,0.547369665191983,4.594385769114937,4.594385769114937,0.0,0.547369665191983,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,9,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3867.153800067973,4352.444572683037,4356.074844605979,4356.074844605979,831,925,4.1807068108842955,4.705345483981662,0.5246386730973667,4.709270102276734,4.709270102276734,0.0,0.5246386730973667,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,9,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11212.342887452638,12658.159449030973,12099.017977731615,12099.017977731615,2323,2568,4.366177136858504,4.929189816600846,0.563012679742342,4.711455598805146,4.711455598805146,0.0,0.563012679742342,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,9,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3780.1400155581296,4216.728899217278,4167.728512940863,4167.728512940863,808,915,4.131300563451508,4.608446884390467,0.47714632093895926,4.554894549662145,4.554894549662145,0.0,0.47714632093895926,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,9,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10369.037275925652,11753.147186664115,11407.27838489105,11407.27838489105,2270,2493,4.159260840724289,4.714459360876099,0.5551985201518104,4.575723379418792,4.575723379418792,0.0,0.5551985201518104,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,10,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3873.401764132381,4354.166577585676,4309.863024614158,4309.863024614158,825,925,4.187461366629601,4.7072071109034335,0.5197457442738322,4.659311377961252,4.659311377961252,0.0,0.5197457442738322,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,10,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11199.689320218891,12644.579578751724,12122.640731859328,12122.640731859328,2369,2568,4.36124973528773,4.923901705121388,0.5626519698336576,4.7206544905994265,4.7206544905994265,0.0,0.5626519698336576,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,10,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3768.2260852974728,4213.474276703875,4139.540025266132,4139.540025266132,809,915,4.118279874642047,4.604889919894945,0.4866100452528981,4.524087459307248,4.524087459307248,0.0,0.4866100452528981,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,10,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10365.961691576253,11742.371271710934,11448.11701999278,11448.11701999278,2255,2493,4.158027152657943,4.710136891981923,0.5521097393239804,4.592104701160361,4.592104701160361,0.0,0.5521097393239804,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,11,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3864.4601968931524,4353.587816547192,4228.87785162312,4228.87785162312,816,925,4.177794807452057,4.706581423294262,0.528786615842205,4.571759839592562,4.571759839592562,0.0,0.528786615842205,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,11,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11183.948257527943,12639.353443642007,12153.005479297182,12153.005479297182,2358,2568,4.355120037978171,4.921866605779598,0.5667465678014265,4.732478769196722,4.732478769196722,0.0,0.5667465678014265,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,11,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3776.100152081602,4214.607497800099,4020.520982248178,4020.520982248178,829,915,4.126885412111041,4.6061284128962825,0.4792430007852415,4.394012002457025,4.394012002457025,0.0,0.4792430007852415,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,11,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10347.934665802239,11735.209279550598,11541.892649771988,11541.892649771988,2269,2493,4.150796095387982,4.707264051163497,0.5564679557755152,4.629720276683509,4.629720276683509,0.0,0.5564679557755152,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,12,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3854.873677857135,4356.425562264135,4289.984133087551,4289.984133087551,825,925,4.167431003088795,4.709649256501767,0.5422182534129725,4.6378206844189735,4.6378206844189735,0.0,0.5422182534129725,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,12,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11190.651229107394,12648.053854332913,12199.041321865347,12199.041321865347,2357,2568,4.357730229403191,4.925254616173253,0.5675243867700619,4.750405499168749,4.750405499168749,0.0,0.5675243867700619,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,12,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3774.185656934732,4214.478165496546,4076.6937324913793,4076.6937324913797,815,915,4.124793067688231,4.605987066116444,0.4811939984282123,4.455402986329376,4.455402986329377,8.881784197001252e-16,0.4811939984282114,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,12,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10354.703244234996,11741.517675333718,11479.161244756102,11479.161244756102,2258,2493,4.153511128854792,4.709794494718699,0.5562833658639077,4.604557258225472,4.604557258225472,0.0,0.5562833658639077,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,13,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3863.7659336433044,4354.648310240949,4347.350855945658,4347.350855945658,801,925,4.177044252587356,4.707727902963188,0.5306836503758321,4.699838763184495,4.699838763184495,0.0,0.5306836503758321,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,13,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11208.296753603601,12642.67272399707,12084.59475780448,12084.59475780448,2353,2568,4.364601539565265,4.923159160434996,0.5585576208697312,4.705839080141931,4.705839080141931,0.0,0.5585576208697312,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,13,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3799.5382278540496,4217.373987982068,4115.461323638479,4115.46132363848,812,915,4.152500795468907,4.609151899433954,0.45665110396504716,4.4977719384027095,4.49777193840271,8.881784197001252e-16,0.45665110396504627,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,13,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10352.781479042907,11739.715301450833,11443.17145371396,11443.17145371396,2258,2493,4.152740264357363,4.709071520838681,0.5563312564813181,4.590120920061757,4.590120920061757,0.0,0.5563312564813181,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,14,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3877.01096748772,4356.29872986472,4335.79883806252,4335.79883806252,831,925,4.191363208094832,4.709512140394292,0.5181489322994599,4.687350095202724,4.687350095202724,0.0,0.5181489322994599,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,14,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11222.18647525255,12653.140634485686,12122.123359708876,12122.123359708876,2329,2568,4.3700103096777845,4.927235449566077,0.5572251398882928,4.720453021693487,4.720453021693487,0.0,0.5572251398882928,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,14,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3774.3049128601156,4218.650090678127,4125.398367700582,4125.398367700582,806,915,4.1249234020329135,4.61054654718921,0.48562314515629623,4.508632095847631,4.508632095847631,0.0,0.48562314515629623,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,14,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10379.48254972898,11747.961562990387,11331.574735867629,11331.574735867629,2278,2493,4.163450681800634,4.712379287200315,0.5489286053996816,4.545356893649269,4.545356893649269,0.0,0.5489286053996816,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,15,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3873.405613044185,4355.849564430674,4309.743734554519,4309.743734554519,819,925,4.187465527615335,4.70902655614127,0.5215610285259347,4.659182415734615,4.659182415734615,0.0,0.5215610285259347,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,15,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11213.817321237135,12654.73777241934,12198.851499586828,12198.851499586828,2342,2568,4.366751293316641,4.927857388013761,0.56110609469712,4.750331580835992,4.750331580835992,0.0,0.56110609469712,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,15,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3785.4971176927606,4217.319217319946,4213.7445893032345,4213.7445893032345,809,915,4.137155319882798,4.609092040786826,0.4719367209040275,4.6051853435008026,4.6051853435008026,0.0,0.4719367209040275,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,15,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10354.06914897032,11738.635757893031,11368.105921366874,11368.105921366874,2256,2493,4.153256778568119,4.708638490931821,0.5553817123637019,4.560010397660198,4.560010397660198,0.0,0.5553817123637019,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,16,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3878.512214850992,4359.453200745826,4305.466275408231,4305.466275408231,840,925,4.192986178217289,4.712922379184676,0.5199362009673871,4.654558135576466,4.654558135576466,0.0,0.5199362009673871,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,16,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11186.115828737024,12648.923961929833,12182.330696034647,12182.330696034647,2348,2568,4.355964107763638,4.9255934431190935,0.5696293353554553,4.743898246119411,4.743898246119411,0.0,0.5696293353554553,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,16,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3772.409993984503,4213.1680085003245,4164.321688555783,4164.321688555783,810,915,4.12285245244208,4.604555200546803,0.48170274810472247,4.55117124432326,4.55117124432326,0.0,0.48170274810472247,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,16,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10354.516773778723,11739.061333835343,11451.443457246563,11451.443457246563,2243,2493,4.153436331238958,4.708809199292156,0.5553728680531975,4.593439012132596,4.593439012132596,0.0,0.5553728680531975,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,17,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3864.7472151353186,4355.00874570785,4329.839808433511,4329.839808433511,819,925,4.178105097443588,4.708117562927405,0.530012465483817,4.680907901009201,4.680907901009201,0.0,0.530012465483817,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,17,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11196.52616527267,12651.149597739091,12140.73681358032,12140.73681358032,2314,2568,4.360017977131101,4.926460123730176,0.5664421465990745,4.727701251394206,4.727701251394206,0.0,0.5664421465990745,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,17,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3777.6356945436632,4218.598979317445,4196.094824405602,4196.094824405602,809,915,4.128563600594167,4.610490687778628,0.4819270871844612,4.5858959829569415,4.5858959829569415,0.0,0.4819270871844612,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,17,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10364.685189102507,11749.031046584278,11389.721350824291,11389.721350824291,2281,2493,4.157515117971323,4.712808281822815,0.5552931638514922,4.568680846700478,4.568680846700478,0.0,0.5552931638514922,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,18,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3867.322879197638,4357.791619978139,4273.350666660847,4273.350666660847,807,925,4.180889599132581,4.711126075652042,0.5302364765194607,4.619838558552267,4.619838558552267,0.0,0.5302364765194607,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,18,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11198.051193601703,12656.97400055989,12160.201202175867,12160.201202175867,2368,2568,4.360611835514682,4.928728193364443,0.5681163578497612,4.7352808419687955,4.7352808419687955,0.0,0.5681163578497612,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,18,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3779.131305162645,4217.427368814545,4180.429009301313,4180.429009301313,826,915,4.130198147718738,4.6092102391415795,0.47901209142284173,4.568774873553348,4.568774873553348,0.0,0.47901209142284173,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,18,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10345.11887605154,11747.084597023164,11427.543470595463,11427.543470595463,2248,2493,4.14966661694807,4.712027515853656,0.5623608989055855,4.5838521743262985,4.5838521743262985,0.0,0.5623608989055855,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,19,tlg0007.tlg004.perseus-grc1.tb.xml,4_7,925,3864.295282615952,4352.127008341705,4315.650225806147,4315.650225806147,824,925,4.177616521746975,4.7050021711802215,0.5273856494332465,4.665567811682322,4.665567811682322,0.0,0.5273856494332465,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,19,tlg0007.tlg004.perseus-grc1.tb.xml,ge8,2568,11231.562580306841,12651.928516506556,12085.32672111075,12085.32672111075,2312,2568,4.373661440929455,4.926763441007226,0.5531020000777707,4.706124112582068,4.706124112582068,0.0,0.5531020000777707,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,19,tlg0007.tlg015.perseus-grc1.tb.xml,4_7,915,3775.016728090511,4215.900106354386,4208.754939350192,4208.754939350192,814,915,4.125701342175422,4.607541099840859,0.48183975766543696,4.599732174153216,4.599732174153216,0.0,0.48183975766543696,
C0,ud23,PLUTARCH,ef8134329970f595ef9ccf4198217affef5c01fa243d5bf4e59ee6daebb04e1d,19,tlg0007.tlg015.perseus-grc1.tb.xml,ge8,2493,10382.230053975498,11747.07119565523,11341.023329977903,11341.023329977903,2262,2493,4.164552769344364,4.712022140254805,0.5474693709104415,4.549146943432773,4.549146943432773,0.0,0.5474693709104415,
D12,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,0,tlg0003.tlg001.perseus-grc1.1.tb.xml,4_7,1989,8400.498518349867,9242.36468642842,9149.506856590688,9149.506856590688,1754,1989,4.223478390321703,4.646739409969039,0.4232610196473363,4.600053723776113,4.600053723776113,0.0,0.4232610196473363,
D12,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,0,tlg0003.tlg001.perseus-grc1.1.tb.xml,ge8,5238,22859.735243566556,25097.410263021375,24291.665322824192,24291.665322824192,4725,5238,4.364210623055853,4.791410894047608,0.4272002709917553,4.637584063158494,4.637584063158494,0.0,0.4272002709917553,
D12,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,1,tlg0003.tlg001.perseus-grc1.1.tb.xml,4_7,1989,8393.629171359493,9250.328674473392,9147.7814854163,9147.7814854163,1738,1989,4.220024721648815,4.650743426080137,0.4307187044313219,4.599186267177627,4.599186267177627,0.0,0.4307187044313219,
D12,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,1,tlg0003.tlg001.perseus-grc1.1.tb.xml,ge8,5238,22883.628456346618,25108.53237749656,24248.14502918926,24248.14502918926,4737,5238,4.3687721375232185,4.793534245417441,0.42476210789422275,4.62927549239963,4.62927549239963,0.0,0.42476210789422275,
D12,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,2,tlg0003.tlg001.perseus-grc1.1.tb.xml,4_7,1989,8381.716392941296,9240.499662541124,9116.870421100415,9116.870421100415,1766,1989,4.2140353911218185,4.645801740845211,0.4317663497233921,4.583645259477333,4.583645259477333,0.0,0.4317663497233921,
D12,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,2,tlg0003.tlg001.perseus-grc1.1.tb.xml,ge8,5238,22863.72755495342,25105.11595886757,24275.023921996974,24275.023921996974,4723,5238,4.364972805451207,4.792882008183957,0.42790920273275024,4.634407010690525,4.634407010690525,0.0,0.42790920273275024,
