variant,scope,a,b,symbol_id,symbol,contribution
ud23,block_pair,ATHENAEUS,DIODORUS,0,ADJ:advcl,0.00010752690843537146
ud23,block_pair,ATHENAEUS,DIODORUS,1,ADJ:advmod,3.3535081683858093e-06
ud23,block_pair,ATHENAEUS,DIODORUS,2,ADJ:amod,2.154794841825977e-06
ud23,block_pair,ATHENAEUS,DIODORUS,3,ADJ:appos,3.879414748114248e-06
ud23,block_pair,ATHENAEUS,DIODORUS,4,ADJ:conj,0.00019375133648047687
ud23,block_pair,ATHENAEUS,DIODORUS,5,ADJ:iobj,3.918110477334941e-06
ud23,block_pair,ATHENAEUS,DIODORUS,6,ADJ:nmod,3.6511301252469723e-06
ud23,block_pair,ATHENAEUS,DIODORUS,7,ADJ:nsubj,2.7317894922000826e-05
ud23,block_pair,ATHENAEUS,DIODORUS,8,ADJ:obj,7.047859846906067e-09
ud23,block_pair,ATHENAEUS,DIODORUS,9,ADJ:obl,6.869450189621047e-05
ud23,block_pair,ATHENAEUS,DIODORUS,10,ADJ:parataxis,3.879414748114248e-06
ud23,block_pair,ATHENAEUS,DIODORUS,11,ADJ:root,0.0005643400195512455
ud23,block_pair,ATHENAEUS,DIODORUS,12,ADJ:xcomp,8.318380409514325e-07
ud23,block_pair,ATHENAEUS,DIODORUS,13,ADP:advcl,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,14,ADP:case,0.00022925838620487925
ud23,block_pair,ATHENAEUS,DIODORUS,15,ADP:cc,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,16,ADP:conj,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,17,ADP:mark,3.1682079191579305e-05
ud23,block_pair,ATHENAEUS,DIODORUS,18,ADP:nmod,3.879414748114248e-06
ud23,block_pair,ATHENAEUS,DIODORUS,19,ADP:nsubj,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,20,ADP:obj,3.879414748114248e-06
ud23,block_pair,ATHENAEUS,DIODORUS,21,ADP:root,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,22,ADV_PART:acl,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,23,ADV_PART:advcl,2.9817804298068182e-05
ud23,block_pair,ATHENAEUS,DIODORUS,24,ADV_PART:advmod,0.0010085059945509744
ud23,block_pair,ATHENAEUS,DIODORUS,25,ADV_PART:case,1.530294869242018e-05
ud23,block_pair,ATHENAEUS,DIODORUS,26,ADV_PART:cc,9.63668322047986e-07
ud23,block_pair,ATHENAEUS,DIODORUS,27,ADV_PART:conj,1.1291831908888325e-05
ud23,block_pair,ATHENAEUS,DIODORUS,28,ADV_PART:mark,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,29,ADV_PART:nmod,0.00015998139284976163
ud23,block_pair,ATHENAEUS,DIODORUS,30,ADV_PART:nsubj,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,31,ADV_PART:obj,0.00011812204385274106
ud23,block_pair,ATHENAEUS,DIODORUS,32,ADV_PART:obl,1.530294869242018e-05
ud23,block_pair,ATHENAEUS,DIODORUS,33,ADV_PART:root,2.9817804298068182e-05
ud23,block_pair,ATHENAEUS,DIODORUS,34,ADV_PART:xcomp,4.1072149879387265e-06
ud23,block_pair,ATHENAEUS,DIODORUS,35,AUX:aux,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,36,AUX:conj,3.879414748114248e-06
ud23,block_pair,ATHENAEUS,DIODORUS,37,AUX:cop,0.0015622528058570262
ud23,block_pair,ATHENAEUS,DIODORUS,38,CCONJ:advmod,1.1638244244342747e-05
ud23,block_pair,ATHENAEUS,DIODORUS,39,CCONJ:case,4.436663370972442e-05
ud23,block_pair,ATHENAEUS,DIODORUS,40,CCONJ:cc,0.0004901507960997143
ud23,block_pair,ATHENAEUS,DIODORUS,41,CCONJ:conj,3.879414748114248e-06
ud23,block_pair,ATHENAEUS,DIODORUS,42,CCONJ:mark,5.645915954444173e-05
ud23,block_pair,ATHENAEUS,DIODORUS,43,CCONJ:nmod,1.905408123918781e-05
ud23,block_pair,ATHENAEUS,DIODORUS,44,CCONJ:obj,3.879414748114248e-06
ud23,block_pair,ATHENAEUS,DIODORUS,45,CCONJ:obl,3.879414748114248e-06
ud23,block_pair,ATHENAEUS,DIODORUS,46,DET:advmod,2.4667371886701507e-06
ud23,block_pair,ATHENAEUS,DIODORUS,47,DET:det,0.003603176244316754
ud23,block_pair,ATHENAEUS,DIODORUS,48,DET:root,3.879414748114248e-06
ud23,block_pair,ATHENAEUS,DIODORUS,49,DET:xcomp,2.9817804298068182e-05
ud23,block_pair,ATHENAEUS,DIODORUS,50,NOUN:acl,4.995299741898283e-06
ud23,block_pair,ATHENAEUS,DIODORUS,51,NOUN:advcl,2.631629263916813e-05
ud23,block_pair,ATHENAEUS,DIODORUS,52,NOUN:appos,0.00021630346683499941
ud23,block_pair,ATHENAEUS,DIODORUS,53,NOUN:case,2.4667371886701507e-06
ud23,block_pair,ATHENAEUS,DIODORUS,54,NOUN:conj,2.082449536512139e-05
ud23,block_pair,ATHENAEUS,DIODORUS,55,NOUN:iobj,2.8272181746060587e-06
ud23,block_pair,ATHENAEUS,DIODORUS,56,NOUN:nmod,4.568996184987407e-06
ud23,block_pair,ATHENAEUS,DIODORUS,57,NOUN:nsubj,0.00036317776999228056
ud23,block_pair,ATHENAEUS,DIODORUS,58,NOUN:obj,0.00012007409179561057
ud23,block_pair,ATHENAEUS,DIODORUS,59,NOUN:obl,0.0006038238016855347
ud23,block_pair,ATHENAEUS,DIODORUS,60,NOUN:root,0.0005976043030292751
ud23,block_pair,ATHENAEUS,DIODORUS,61,NOUN:xcomp,0.00021866164781999793
ud23,block_pair,ATHENAEUS,DIODORUS,62,NUM:advcl,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,63,NUM:conj,1.530294869242018e-05
ud23,block_pair,ATHENAEUS,DIODORUS,64,NUM:nsubj,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,65,NUM:nummod,0.00023536462829972698
ud23,block_pair,ATHENAEUS,DIODORUS,66,NUM:obj,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,67,NUM:obl,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,68,NUM:root,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,69,NUM:xcomp,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,70,PRON:acl,2.152925891448965e-05
ud23,block_pair,ATHENAEUS,DIODORUS,71,PRON:advcl,2.9817804298068182e-05
ud23,block_pair,ATHENAEUS,DIODORUS,72,PRON:appos,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,73,PRON:conj,2.631629263916813e-05
ud23,block_pair,ATHENAEUS,DIODORUS,74,PRON:iobj,7.878175321162837e-05
ud23,block_pair,ATHENAEUS,DIODORUS,75,PRON:nmod,0.000642615437010823
ud23,block_pair,ATHENAEUS,DIODORUS,76,PRON:nsubj,0.000402958110584698
ud23,block_pair,ATHENAEUS,DIODORUS,77,PRON:obj,0.0017259134080969663
ud23,block_pair,ATHENAEUS,DIODORUS,78,PRON:obl,1.685191679679597e-06
ud23,block_pair,ATHENAEUS,DIODORUS,79,PRON:parataxis,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,80,PRON:root,3.345783690764904e-07
ud23,block_pair,ATHENAEUS,DIODORUS,81,PRON:xcomp,0.00010058663685142758
ud23,block_pair,ATHENAEUS,DIODORUS,82,SCONJ:case,1.7245094282208588e-07
ud23,block_pair,ATHENAEUS,DIODORUS,83,SCONJ:cc,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,84,SCONJ:mark,0.0019045235764222428
ud23,block_pair,ATHENAEUS,DIODORUS,85,SCONJ:nmod,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,86,SCONJ:xcomp,3.879414748114248e-06
ud23,block_pair,ATHENAEUS,DIODORUS,87,VERB:acl,0.000422975172531051
ud23,block_pair,ATHENAEUS,DIODORUS,88,VERB:advcl,4.539647057326445e-05
ud23,block_pair,ATHENAEUS,DIODORUS,89,VERB:appos,6.695138472785612e-07
ud23,block_pair,ATHENAEUS,DIODORUS,90,VERB:case,8.222457295567168e-07
ud23,block_pair,ATHENAEUS,DIODORUS,91,VERB:ccomp,0.0009024612230708424
ud23,block_pair,ATHENAEUS,DIODORUS,92,VERB:conj,0.0009579542720318818
ud23,block_pair,ATHENAEUS,DIODORUS,93,VERB:csubj,2.61027188948008e-05
ud23,block_pair,ATHENAEUS,DIODORUS,94,VERB:nmod,4.736221606632554e-05
ud23,block_pair,ATHENAEUS,DIODORUS,95,VERB:nsubj,8.376439514427413e-05
ud23,block_pair,ATHENAEUS,DIODORUS,96,VERB:obl,5.380521148805879e-07
ud23,block_pair,ATHENAEUS,DIODORUS,97,VERB:parataxis,7.42567708899471e-05
ud23,block_pair,ATHENAEUS,DIODORUS,98,VERB:root,0.0010305114756549673
ud23,block_pair,ATHENAEUS,DIODORUS,99,VERB:xcomp,0.0009549412604790441
ud23,block_pair,ATHENAEUS,HERODOTUS,0,ADJ:advcl,3.6422292126621326e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,1,ADJ:advmod,6.458096165536348e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,2,ADJ:amod,9.170404395286296e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,3,ADJ:appos,4.516332866787762e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,4,ADJ:conj,1.5413463731639199e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,5,ADJ:iobj,1.7404224546323997e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,6,ADJ:nmod,2.6674915552407186e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,7,ADJ:nsubj,9.043938017146711e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,8,ADJ:obj,2.0990891318853116e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,9,ADJ:obl,0.00024994867460272356
ud23,block_pair,ATHENAEUS,HERODOTUS,10,ADJ:parataxis,5.0962771093121576e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,11,ADJ:root,4.5437882969998744e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,12,ADJ:xcomp,4.4188904249856434e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,13,ADP:advcl,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,14,ADP:case,0.0009139487702589265
ud23,block_pair,ATHENAEUS,HERODOTUS,15,ADP:cc,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,16,ADP:conj,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,17,ADP:mark,4.955339738255124e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,18,ADP:nmod,5.0962771093121576e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,19,ADP:nsubj,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,20,ADP:obj,5.0962771093121576e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,21,ADP:root,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,22,ADV_PART:acl,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,23,ADV_PART:advcl,6.404534004966672e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,24,ADV_PART:advmod,0.00010088897367749056
ud23,block_pair,ATHENAEUS,HERODOTUS,25,ADV_PART:case,1.7549919297306194e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,26,ADV_PART:cc,1.52888313279365e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,27,ADV_PART:conj,3.892690629780095e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,28,ADV_PART:mark,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,29,ADV_PART:nmod,8.74420115830445e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,30,ADV_PART:nsubj,3.66104897694521e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,31,ADV_PART:obj,1.751271786558904e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,32,ADV_PART:obl,1.7549919297306194e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,33,ADV_PART:root,5.102654438618733e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,34,ADV_PART:xcomp,6.805568946602271e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,35,AUX:aux,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,36,AUX:conj,5.0962771093121576e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,37,AUX:cop,0.00034520304666054856
ud23,block_pair,ATHENAEUS,HERODOTUS,38,CCONJ:advmod,2.6785539378773425e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,39,CCONJ:case,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,40,CCONJ:cc,0.00021959534076454717
ud23,block_pair,ATHENAEUS,HERODOTUS,41,CCONJ:conj,5.0962771093121576e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,42,CCONJ:mark,0.000376377811638747
ud23,block_pair,ATHENAEUS,HERODOTUS,43,CCONJ:nmod,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,44,CCONJ:obj,5.0962771093121576e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,45,CCONJ:obl,5.0962771093121576e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,46,DET:advmod,8.720778442505335e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,47,DET:det,6.10191006971926e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,48,DET:root,5.0962771093121576e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,49,DET:xcomp,3.281331944740467e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,50,NOUN:acl,0.0001653255795009122
ud23,block_pair,ATHENAEUS,HERODOTUS,51,NOUN:advcl,1.2085280095324735e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,52,NOUN:appos,0.00011743107974059448
ud23,block_pair,ATHENAEUS,HERODOTUS,53,NOUN:case,5.0962771093121576e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,54,NOUN:conj,0.00011667999299761964
ud23,block_pair,ATHENAEUS,HERODOTUS,55,NOUN:iobj,1.2252963913609525e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,56,NOUN:nmod,0.0010551275537727632
ud23,block_pair,ATHENAEUS,HERODOTUS,57,NOUN:nsubj,0.00012075420530027704
ud23,block_pair,ATHENAEUS,HERODOTUS,58,NOUN:obj,6.232243951440151e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,59,NOUN:obl,7.114296274207265e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,60,NOUN:root,1.0107128834862216e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,61,NOUN:xcomp,2.057643297419129e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,62,NUM:advcl,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,63,NUM:conj,3.880525607636159e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,64,NUM:nsubj,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,65,NUM:nummod,0.00037880327674648905
ud23,block_pair,ATHENAEUS,HERODOTUS,66,NUM:obj,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,67,NUM:obl,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,68,NUM:root,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,69,NUM:xcomp,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,70,PRON:acl,3.233034119681697e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,71,PRON:advcl,1.0448122347169687e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,72,PRON:appos,3.66104897694521e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,73,PRON:conj,7.421959117799947e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,74,PRON:iobj,0.0003149804521037985
ud23,block_pair,ATHENAEUS,HERODOTUS,75,PRON:nmod,1.33811553284719e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,76,PRON:nsubj,0.0003505811221508209
ud23,block_pair,ATHENAEUS,HERODOTUS,77,PRON:obj,0.0009237302859498898
ud23,block_pair,ATHENAEUS,HERODOTUS,78,PRON:obl,0.00016409258038169584
ud23,block_pair,ATHENAEUS,HERODOTUS,79,PRON:parataxis,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,80,PRON:root,7.927451589786047e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,81,PRON:xcomp,3.833642239163394e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,82,SCONJ:case,1.0448122347169687e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,83,SCONJ:cc,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,84,SCONJ:mark,3.3065480449216526e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,85,SCONJ:nmod,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,86,SCONJ:xcomp,5.0962771093121576e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,87,VERB:acl,5.818740744960261e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,88,VERB:advcl,0.0004070701348833491
ud23,block_pair,ATHENAEUS,HERODOTUS,89,VERB:appos,0.00018748201670344935
ud23,block_pair,ATHENAEUS,HERODOTUS,90,VERB:case,3.7749769475172277e-07
ud23,block_pair,ATHENAEUS,HERODOTUS,91,VERB:ccomp,3.664123542549655e-06
ud23,block_pair,ATHENAEUS,HERODOTUS,92,VERB:conj,0.00038073494114375557
ud23,block_pair,ATHENAEUS,HERODOTUS,93,VERB:csubj,4.114724872793761e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,94,VERB:nmod,0.00010962066535401976
ud23,block_pair,ATHENAEUS,HERODOTUS,95,VERB:nsubj,1.1035765535013045e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,96,VERB:obl,9.025435050237483e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,97,VERB:parataxis,4.7920514183400205e-05
ud23,block_pair,ATHENAEUS,HERODOTUS,98,VERB:root,0.00015233655946068252
ud23,block_pair,ATHENAEUS,HERODOTUS,99,VERB:xcomp,8.814832678895638e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,0,ADJ:advcl,6.4686657195647e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,1,ADJ:advmod,0.0005605358175377743
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,2,ADJ:amod,5.9495935965355145e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,3,ADJ:appos,0.00013003754451638554
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,4,ADJ:conj,1.959815044588574e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,5,ADJ:iobj,1.8763533051847613e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,6,ADJ:nmod,0.007819679403606151
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,7,ADJ:nsubj,3.3588609063117246e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,8,ADJ:obj,2.2812236010433294e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,9,ADJ:obl,5.458007541443114e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,10,ADJ:parataxis,3.778522946836684e-07
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,11,ADJ:root,0.00016459148248177985
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,12,ADJ:xcomp,0.0001248851457182744
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,13,ADP:advcl,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,14,ADP:case,0.001256162288637121
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,15,ADP:cc,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,16,ADP:conj,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,17,ADP:mark,1.1335568840510044e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,18,ADP:nmod,3.778522946836684e-07
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,19,ADP:nsubj,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,20,ADP:obj,3.778522946836684e-07
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,21,ADP:root,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,22,ADV_PART:acl,4.334584817212852e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,23,ADV_PART:advcl,1.7422602597159766e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,24,ADV_PART:advmod,0.00011959486032952354
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,25,ADV_PART:case,0.00017354867462704697
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,26,ADV_PART:cc,0.030624971878775626
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,27,ADV_PART:conj,9.502857280506332e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,28,ADV_PART:mark,0.0001378830072211198
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,29,ADV_PART:nmod,9.254328553902119e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,30,ADV_PART:nsubj,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,31,ADV_PART:obj,0.0005646799653928829
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,32,ADV_PART:obl,5.645541671992349e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,33,ADV_PART:root,1.7422602597159766e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,34,ADV_PART:xcomp,1.7422602597159766e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,35,AUX:aux,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,36,AUX:conj,3.778522946836684e-07
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,37,AUX:cop,0.0014155679153473595
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,38,CCONJ:advmod,0.0038930034264606454
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,39,CCONJ:case,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,40,CCONJ:cc,0.0008073812442618462
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,41,CCONJ:conj,3.778522946836684e-07
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,42,CCONJ:mark,7.912566796954248e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,43,CCONJ:nmod,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,44,CCONJ:obj,3.778522946836684e-07
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,45,CCONJ:obl,3.778522946836684e-07
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,46,DET:advmod,3.778522946836684e-07
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,47,DET:det,0.052449527561471594
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,48,DET:root,3.778522946836684e-07
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,49,DET:xcomp,1.7422602597159766e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,50,NOUN:acl,6.08157348174599e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,51,NOUN:advcl,0.00010584620524525219
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,52,NOUN:appos,0.002390118395865292
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,53,NOUN:case,3.778522946836684e-07
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,54,NOUN:conj,0.004596144477512602
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,55,NOUN:iobj,0.00013983152766305082
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,56,NOUN:nmod,9.961011526200218e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,57,NOUN:nsubj,0.00015696080203311943
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,58,NOUN:obj,0.0015475602444179146
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,59,NOUN:obl,3.092395339319054e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,60,NOUN:root,0.0001633890415843646
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,61,NOUN:xcomp,0.0007880275386783207
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,62,NUM:advcl,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,63,NUM:conj,6.707971199041011e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,64,NUM:nsubj,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,65,NUM:nummod,0.00030048479625678247
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,66,NUM:obj,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,67,NUM:obl,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,68,NUM:root,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,69,NUM:xcomp,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,70,PRON:acl,4.518631736195293e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,71,PRON:advcl,1.7422602597159766e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,72,PRON:appos,4.334584817212852e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,73,PRON:conj,5.309229369020491e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,74,PRON:iobj,1.0093081863769805e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,75,PRON:nmod,0.0003747934499417308
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,76,PRON:nsubj,0.0004532440202455264
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,77,PRON:obj,0.00012433944761271187
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,78,PRON:obl,0.000908416481148179
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,79,PRON:parataxis,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,80,PRON:root,0.0001298999445818881
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,81,PRON:xcomp,0.00040033530288596293
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,82,SCONJ:case,1.7422602597159766e-05
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,83,SCONJ:cc,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,84,SCONJ:mark,0.0015307511531033949
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,85,SCONJ:nmod,5.079075773096131e-06
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,86,SCONJ:xcomp,3.778522946836684e-07
ud23,block_pair,ATHENAEUS,HESIODIC_TRADITION,87,VERB:acl,0.0002444848087623274
