cell,variant,held_block,held_block_key,seed,arm,depth,m,a_per_symbol,q,ledger_sha256,evaluation_changed_symbol_slot_count,evaluation_total_slot_count,training_changed_symbol_slot_count,training_total_slot_count,delta_root_nats_stop_minus_split,delta_root_reason,fingerprint,log_evidence,nodes,root_observed_symbol_count,root_stop,root_unseen_symbol_count,training_streams,training_tokens,node_count_by_structural_depth,support_histogram_1_2to4_5to9_10plus_by_depth,fit_seconds,evaluation_seconds,peak_rss
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,0,original,8,100,0.5,8884,45c29821b12f0d64a6848c81cfc04759559c9a2b283646ba28863ca313085051,8306,9346,46723,53304,-10474.248757436086,,77eced4fb6ab8c66dd694026f4dc6950630c16fd3050e8ab16ba70ee63a2a997,-159212.3559582883,167316,83,0.0,17,3572,53304,"[1,83,1819,11399,25591,33252,34020,31931,29220]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":9,""10plus"":55,""2to4"":8,""5to9"":11},{""1"":464,""10plus"":639,""2to4"":467,""5to9"":249},{""1"":6290,""10plus"":892,""2to4"":3194,""5to9"":1023},{""1"":19797,""10plus"":343,""2to4"":4651,""5to9"":800},{""1"":30137,""10plus"":55,""2to4"":2799,""5to9"":261},{""1"":32876,""10plus"":4,""2to4"":1090,""5to9"":50},{""1"":31556,""10plus"":2,""2to4"":363,""5to9"":10},{""1"":29070,""10plus"":2,""2to4"":146,""5to9"":2}]",0.5550078329997632,0.2875990768225165,1277710336
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,0,shuffled,8,100,0.5,8884,45c29821b12f0d64a6848c81cfc04759559c9a2b283646ba28863ca313085051,8306,9346,46723,53304,4413.447330939729,,6dd7351377748aea81137a255f2e13a0f390a2ee857fd8ec47b2661d5b6136d6,-169686.6047157244,188599,83,1.0,17,3572,53304,"[1,84,2101,15615,34782,38402,35687,32475,29452]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":12,""10plus"":55,""2to4"":6,""5to9"":11},{""1"":548,""10plus"":720,""2to4"":540,""5to9"":293},{""1"":8893,""10plus"":951,""2to4"":4439,""5to9"":1332},{""1"":29718,""10plus"":13,""2to4"":4797,""5to9"":254},{""1"":37716,""10plus"":0,""2to4"":685,""5to9"":1},{""1"":35642,""10plus"":0,""2to4"":45,""5to9"":0},{""1"":32473,""10plus"":0,""2to4"":2,""5to9"":0},{""1"":29452,""10plus"":0,""2to4"":0,""5to9"":0}]",0.9992787080009293,0.2873682998979348,1277710336
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,1,original,8,100,0.5,8884,741e5c6e3848b67e91f8dee927d8ed9a4efe1738650f9889ab117bcd317847be,8305,9346,46838,53304,-10462.802238201955,,03ebab7dd5597b5ec88130530f4a93f30eaf7bf0fc592c88c56e0063ae141ffb,-159118.30751358686,167203,78,0.0,22,3581,53304,"[1,79,1844,11418,25631,33267,33953,31876,29134]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":6,""10plus"":54,""2to4"":7,""5to9"":12},{""1"":503,""10plus"":630,""2to4"":454,""5to9"":257},{""1"":6331,""10plus"":894,""2to4"":3194,""5to9"":999},{""1"":19923,""10plus"":329,""2to4"":4575,""5to9"":804},{""1"":30158,""10plus"":61,""2to4"":2809,""5to9"":239},{""1"":32801,""10plus"":5,""2to4"":1094,""5to9"":53},{""1"":31494,""10plus"":2,""2to4"":368,""5to9"":12},{""1"":28966,""10plus"":2,""2to4"":161,""5to9"":5}]",0.5858419169999252,0.2643190578892245,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,1,shuffled,8,100,0.5,8884,741e5c6e3848b67e91f8dee927d8ed9a4efe1738650f9889ab117bcd317847be,8305,9346,46838,53304,4477.01942205691,,77a485ba813b59bc5a7ee513858c98f00c1adae118b19e531ca3459e79a62fad,-169581.1097517888,188495,78,1.0,22,3581,53304,"[1,79,2093,15589,34781,38415,35660,32455,29422]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":6,""10plus"":56,""2to4"":7,""5to9"":10},{""1"":539,""10plus"":728,""2to4"":531,""5to9"":295},{""1"":8952,""10plus"":963,""2to4"":4365,""5to9"":1309},{""1"":29734,""10plus"":12,""2to4"":4774,""5to9"":261},{""1"":37775,""10plus"":0,""2to4"":638,""5to9"":2},{""1"":35620,""10plus"":0,""2to4"":39,""5to9"":1},{""1"":32450,""10plus"":0,""2to4"":5,""5to9"":0},{""1"":29421,""10plus"":0,""2to4"":1,""5to9"":0}]",0.9872839579984429,0.263264949870063,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,2,original,8,100,0.5,8884,cb3239f22ee85d443faa0ca1b33cab0dd805b3de15c6de28f361d64d1739afd4,8349,9346,46847,53304,-10584.820986930572,,a43336386557d19e6654708eeccdd81dc20ea5f691b4a622550bce49c1cad32f,-159002.0072346813,167404,85,0.0,15,3579,53304,"[1,84,1821,11416,25658,33325,34025,31910,29164]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":12,""10plus"":56,""2to4"":8,""5to9"":8},{""1"":480,""10plus"":636,""2to4"":448,""5to9"":257},{""1"":6230,""10plus"":886,""2to4"":3261,""5to9"":1039},{""1"":19890,""10plus"":335,""2to4"":4626,""5to9"":807},{""1"":30246,""10plus"":65,""2to4"":2786,""5to9"":228},{""1"":32904,""10plus"":5,""2to4"":1071,""5to9"":45},{""1"":31543,""10plus"":2,""2to4"":358,""5to9"":7},{""1"":29035,""10plus"":2,""2to4"":125,""5to9"":2}]",0.5903378750008414,0.27160269993692054,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,2,shuffled,8,100,0.5,8884,cb3239f22ee85d443faa0ca1b33cab0dd805b3de15c6de28f361d64d1739afd4,8349,9346,46847,53304,4304.918000407051,,8cb8fd4bf12d6f15198102f4610e01efd570ef0547c41a96b2ed52925de1de52,-169586.82822161188,188252,85,1.0,15,3579,53304,"[1,86,2086,15458,34734,38427,35656,32426,29378]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":14,""10plus"":57,""2to4"":7,""5to9"":8},{""1"":549,""10plus"":715,""2to4"":524,""5to9"":298},{""1"":8723,""10plus"":924,""2to4"":4465,""5to9"":1346},{""1"":29676,""10plus"":16,""2to4"":4771,""5to9"":271},{""1"":37786,""10plus"":0,""2to4"":639,""5to9"":2},{""1"":35616,""10plus"":0,""2to4"":40,""5to9"":0},{""1"":32424,""10plus"":0,""2to4"":2,""5to9"":0},{""1"":29378,""10plus"":0,""2to4"":0,""5to9"":0}]",1.0018684169990593,0.2717138451007486,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,3,original,8,100,0.5,8884,66f64480f0ed356a61be53f3835489fe7124afca90570dc8bdae4a4b67a33b38,8357,9346,46947,53304,-10535.30026696669,,d29cb38404d0c5fad6528532557e8bb149c0cb14cd68a526b5acdd28ca32f4d2,-159041.91275462302,167309,85,0.0,15,3583,53304,"[1,85,1846,11371,25756,33335,33995,31833,29087]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":12,""10plus"":57,""2to4"":7,""5to9"":9},{""1"":512,""10plus"":626,""2to4"":447,""5to9"":261},{""1"":6205,""10plus"":893,""2to4"":3255,""5to9"":1018},{""1"":20052,""10plus"":325,""2to4"":4544,""5to9"":835},{""1"":30284,""10plus"":61,""2to4"":2741,""5to9"":249},{""1"":32910,""10plus"":5,""2to4"":1033,""5to9"":47},{""1"":31468,""10plus"":2,""2to4"":356,""5to9"":7},{""1"":28953,""10plus"":2,""2to4"":130,""5to9"":2}]",0.5714881249987229,0.272252866972849,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,3,shuffled,8,100,0.5,8884,66f64480f0ed356a61be53f3835489fe7124afca90570dc8bdae4a4b67a33b38,8357,9346,46947,53304,4453.248866327631,,cac6620a234d9af4a26c926fd55fe66e6fc7a76b3f25cc9b298035384c181b4c,-169577.2130215897,188034,85,1.0,15,3583,53304,"[1,85,2091,15438,34735,38385,35593,32379,29327]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":12,""10plus"":57,""2to4"":7,""5to9"":9},{""1"":566,""10plus"":724,""2to4"":509,""5to9"":292},{""1"":8706,""10plus"":949,""2to4"":4439,""5to9"":1344},{""1"":29646,""10plus"":14,""2to4"":4795,""5to9"":280},{""1"":37731,""10plus"":0,""2to4"":652,""5to9"":2},{""1"":35530,""10plus"":0,""2to4"":63,""5to9"":0},{""1"":32371,""10plus"":0,""2to4"":8,""5to9"":0},{""1"":29326,""10plus"":0,""2to4"":1,""5to9"":0}]",0.9877207920035289,0.27101778393625864,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,4,original,8,100,0.5,8884,c64af18b135f5e0cccba3d3f87727388ab863c5f9ff37252172e1422b3a7031a,8321,9346,46719,53304,-10424.175467546913,,ee35300596bcc4033b9b60df00a551e9bbb1eb220e7f0464b8234b1425c90796,-159173.88442483844,167218,83,0.0,17,3589,53304,"[1,83,1832,11447,25615,33345,33993,31851,29051]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":9,""10plus"":56,""2to4"":9,""5to9"":9},{""1"":486,""10plus"":631,""2to4"":450,""5to9"":265},{""1"":6332,""10plus"":902,""2to4"":3213,""5to9"":1000},{""1"":19782,""10plus"":357,""2to4"":4677,""5to9"":799},{""1"":30275,""10plus"":59,""2to4"":2760,""5to9"":251},{""1"":32896,""10plus"":3,""2to4"":1053,""5to9"":41},{""1"":31507,""10plus"":2,""2to4"":335,""5to9"":7},{""1"":28901,""10plus"":2,""2to4"":146,""5to9"":2}]",0.585502166999504,0.2699435370705032,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,4,shuffled,8,100,0.5,8884,c64af18b135f5e0cccba3d3f87727388ab863c5f9ff37252172e1422b3a7031a,8321,9346,46719,53304,4386.19907480813,,bb4127a9aeada90734ac9eb0d1f90d6ee39d73827c5c931997d26aed3ae4476d,-169598.05989238535,187903,83,1.0,17,3589,53304,"[1,84,2083,15473,34642,38388,35584,32350,29298]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":11,""10plus"":56,""2to4"":8,""5to9"":9},{""1"":560,""10plus"":717,""2to4"":494,""5to9"":312},{""1"":8744,""10plus"":926,""2to4"":4452,""5to9"":1351},{""1"":29529,""10plus"":11,""2to4"":4821,""5to9"":281},{""1"":37760,""10plus"":0,""2to4"":628,""5to9"":0},{""1"":35549,""10plus"":0,""2to4"":35,""5to9"":0},{""1"":32346,""10plus"":0,""2to4"":4,""5to9"":0},{""1"":29297,""10plus"":0,""2to4"":1,""5to9"":0}]",0.9837505420000525,0.26994065602411865,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,5,original,8,100,0.5,8884,ac07dc3dc973462176638056eb37747b8719516a1f816d1109a9e591d5c295c4,8259,9346,46867,53304,-10416.228334884334,,2c1bc16329765836d23dbe3171c23c0ead31f25c522ebe90f2f54665058ff3f5,-159385.61326203015,167581,86,0.0,14,3593,53304,"[1,86,1834,11497,25741,33392,34029,31888,29113]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":14,""10plus"":56,""2to4"":8,""5to9"":8},{""1"":487,""10plus"":638,""2to4"":449,""5to9"":260},{""1"":6386,""10plus"":878,""2to4"":3181,""5to9"":1052},{""1"":20042,""10plus"":339,""2to4"":4552,""5to9"":808},{""1"":30365,""10plus"":55,""2to4"":2734,""5to9"":238},{""1"":32958,""10plus"":4,""2to4"":1022,""5to9"":45},{""1"":31558,""10plus"":2,""2to4"":322,""5to9"":6},{""1"":28988,""10plus"":2,""2to4"":121,""5to9"":2}]",0.5946308339989628,0.2732785361040442,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,5,shuffled,8,100,0.5,8884,ac07dc3dc973462176638056eb37747b8719516a1f816d1109a9e591d5c295c4,8259,9346,46867,53304,4365.79313809122,,c0b706519a17a46e02e979950ed5f6a025a15b6e16a20aae10a7ce83fa0d4681,-169801.84159691448,188271,86,1.0,14,3593,53304,"[1,86,2103,15669,34776,38326,35600,32376,29334]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":15,""10plus"":56,""2to4"":7,""5to9"":8},{""1"":541,""10plus"":719,""2to4"":525,""5to9"":318},{""1"":9021,""10plus"":924,""2to4"":4411,""5to9"":1313},{""1"":29890,""10plus"":10,""2to4"":4573,""5to9"":303},{""1"":37640,""10plus"":0,""2to4"":684,""5to9"":2},{""1"":35558,""10plus"":0,""2to4"":42,""5to9"":0},{""1"":32373,""10plus"":0,""2to4"":3,""5to9"":0},{""1"":29334,""10plus"":0,""2to4"":0,""5to9"":0}]",0.9938142500031972,0.2724318019390921,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,6,original,8,100,0.5,8884,25931fb4a3b0372b5c1403eb16e0564b1ddeb57ba80599ad09fa69533ce05461,8319,9346,46936,53304,-10367.788551592035,,bf6448d9212a769c4b2ab6b07e66eebd187086bef16691e0c4c7fa97c06c7267,-159335.7812432534,166774,82,0.0,18,3602,53304,"[1,83,1845,11458,25621,33273,33891,31692,28910]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":8,""10plus"":56,""2to4"":9,""5to9"":10},{""1"":501,""10plus"":635,""2to4"":443,""5to9"":266},{""1"":6362,""10plus"":902,""2to4"":3162,""5to9"":1032},{""1"":19833,""10plus"":323,""2to4"":4628,""5to9"":837},{""1"":30214,""10plus"":67,""2to4"":2751,""5to9"":241},{""1"":32791,""10plus"":5,""2to4"":1048,""5to9"":47},{""1"":31302,""10plus"":2,""2to4"":383,""5to9"":5},{""1"":28724,""10plus"":2,""2to4"":182,""5to9"":2}]",0.5966818750021048,0.26941575189266587,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,6,shuffled,8,100,0.5,8884,25931fb4a3b0372b5c1403eb16e0564b1ddeb57ba80599ad09fa69533ce05461,8319,9346,46936,53304,4327.423745092296,,3a8eb1564ac04e0ef77fa85d588746cd2627c58f690333d8074d2fdc655db80e,-169703.56979484545,187806,82,1.0,18,3602,53304,"[1,83,2094,15490,34790,38326,35531,32279,29212]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":8,""10plus"":56,""2to4"":10,""5to9"":9},{""1"":559,""10plus"":725,""2to4"":514,""5to9"":296},{""1"":8696,""10plus"":946,""2to4"":4509,""5to9"":1339},{""1"":29708,""10plus"":9,""2to4"":4808,""5to9"":265},{""1"":37680,""10plus"":0,""2to4"":646,""5to9"":0},{""1"":35489,""10plus"":0,""2to4"":42,""5to9"":0},{""1"":32275,""10plus"":0,""2to4"":4,""5to9"":0},{""1"":29212,""10plus"":0,""2to4"":0,""5to9"":0}]",0.8350633750014822,0.26899663894437253,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,7,original,8,100,0.5,8884,81e9510b0da15c65580cc80a4abfb41e2546c0fb7ccfb35ec04b0542b92a304a,8339,9346,46920,53304,-10694.961563389137,,2069a5a61369c774343fb9819f72557184190609307b32d635557fa716f5f40e,-159075.8121684774,167298,84,0.0,16,3578,53304,"[1,84,1817,11400,25627,33348,34032,31886,29103]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":5,""10plus"":57,""2to4"":14,""5to9"":8},{""1"":472,""10plus"":630,""2to4"":445,""5to9"":270},{""1"":6249,""10plus"":896,""2to4"":3192,""5to9"":1063},{""1"":19815,""10plus"":337,""2to4"":4653,""5to9"":822},{""1"":30260,""10plus"":54,""2to4"":2784,""5to9"":250},{""1"":32931,""10plus"":3,""2to4"":1058,""5to9"":40},{""1"":31553,""10plus"":2,""2to4"":324,""5to9"":7},{""1"":28971,""10plus"":2,""2to4"":127,""5to9"":3}]",0.6143512909984565,0.27048161216953304,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,7,shuffled,8,100,0.5,8884,81e9510b0da15c65580cc80a4abfb41e2546c0fb7ccfb35ec04b0542b92a304a,8339,9346,46920,53304,4424.709379238542,,f9f04ef8111470f442a60487a2de8956b2b0d824b34069dc51091cbcd856a9cd,-169770.77373186653,188477,84,1.0,16,3578,53304,"[1,83,2097,15724,34860,38375,35611,32390,29336]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":5,""10plus"":57,""2to4"":13,""5to9"":8},{""1"":539,""10plus"":726,""2to4"":534,""5to9"":298},{""1"":8969,""10plus"":911,""2to4"":4433,""5to9"":1411},{""1"":29845,""10plus"":14,""2to4"":4729,""5to9"":272},{""1"":37709,""10plus"":0,""2to4"":665,""5to9"":1},{""1"":35562,""10plus"":0,""2to4"":49,""5to9"":0},{""1"":32386,""10plus"":0,""2to4"":4,""5to9"":0},{""1"":29336,""10plus"":0,""2to4"":0,""5to9"":0}]",0.826674500000081,0.2717453150107758,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,8,original,8,100,0.5,8884,4d3415f49f94bb897df6a34d3196d4cd296bfb2ee0445957e070736a9bb057e2,8268,9346,46728,53304,-10525.87155573431,,0d70580144e98bcec822e3bc56644d1af2cf0855ad7611a4218049a92c3222b4,-159107.34292404258,166515,83,0.0,17,3637,53304,"[1,83,1854,11435,25592,33218,33819,31647,28866]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":13,""10plus"":56,""2to4"":4,""5to9"":10},{""1"":494,""10plus"":629,""2to4"":482,""5to9"":249},{""1"":6305,""10plus"":891,""2to4"":3245,""5to9"":994},{""1"":19789,""10plus"":332,""2to4"":4682,""5to9"":789},{""1"":30117,""10plus"":54,""2to4"":2817,""5to9"":230},{""1"":32711,""10plus"":4,""2to4"":1061,""5to9"":43},{""1"":31285,""10plus"":2,""2to4"":351,""5to9"":9},{""1"":28712,""10plus"":2,""2to4"":150,""5to9"":2}]",0.6238541249986156,0.27047588409186574,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,8,shuffled,8,100,0.5,8884,4d3415f49f94bb897df6a34d3196d4cd296bfb2ee0445957e070736a9bb057e2,8268,9346,46728,53304,4340.357319445058,,6a5828ad61d54f9220c5fcc03a4e8a8499fa8d099fcb6a9ea252df04e5b17a38,-169633.21447977689,187254,83,1.0,17,3637,53304,"[1,84,2099,15569,34617,38228,35407,32154,29095]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":14,""10plus"":55,""2to4"":4,""5to9"":11},{""1"":564,""10plus"":714,""2to4"":508,""5to9"":313},{""1"":8909,""10plus"":918,""2to4"":4381,""5to9"":1361},{""1"":29544,""10plus"":7,""2to4"":4788,""5to9"":278},{""1"":37606,""10plus"":0,""2to4"":621,""5to9"":1},{""1"":35376,""10plus"":0,""2to4"":31,""5to9"":0},{""1"":32152,""10plus"":0,""2to4"":2,""5to9"":0},{""1"":29095,""10plus"":0,""2to4"":0,""5to9"":0}]",0.827578041000379,0.269620120030595,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,9,original,8,100,0.5,8884,e2a67c9bf9ccd078786ae1b6ee719fcb86af68340c5bd74f824163cea0597262,8285,9346,46847,53304,-10272.616202275094,,6ada94ff027c374c48c14ad92f8877474dc4b6dca7131dee3bbef26e376f934a,-159488.46122033425,166956,84,0.0,16,3604,53304,"[1,85,1838,11504,25691,33296,33877,31714,28950]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":11,""10plus"":56,""2to4"":10,""5to9"":8},{""1"":465,""10plus"":639,""2to4"":485,""5to9"":249},{""1"":6346,""10plus"":905,""2to4"":3265,""5to9"":988},{""1"":19938,""10plus"":355,""2to4"":4632,""5to9"":766},{""1"":30243,""10plus"":52,""2to4"":2749,""5to9"":252},{""1"":32741,""10plus"":4,""2to4"":1085,""5to9"":47},{""1"":31310,""10plus"":3,""2to4"":396,""5to9"":5},{""1"":28773,""10plus"":2,""2to4"":172,""5to9"":3}]",0.6056170830015617,0.27109982907859376,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,9,shuffled,8,100,0.5,8884,e2a67c9bf9ccd078786ae1b6ee719fcb86af68340c5bd74f824163cea0597262,8285,9346,46847,53304,4463.107106038195,,3b662cdd76d23990ef0a4ba7fadb8be6e4ef0f54decaf0963792eef676994579,-169761.07742260935,188150,84,1.0,16,3604,53304,"[1,85,2063,15692,34910,38351,35534,32287,29227]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":11,""10plus"":56,""2to4"":10,""5to9"":8},{""1"":511,""10plus"":717,""2to4"":516,""5to9"":319},{""1"":8968,""10plus"":941,""2to4"":4468,""5to9"":1315},{""1"":29978,""10plus"":5,""2to4"":4667,""5to9"":260},{""1"":37736,""10plus"":0,""2to4"":614,""5to9"":1},{""1"":35493,""10plus"":0,""2to4"":41,""5to9"":0},{""1"":32282,""10plus"":0,""2to4"":5,""5to9"":0},{""1"":29226,""10plus"":0,""2to4"":1,""5to9"":0}]",0.8277100420018542,0.2707561612369318,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,10,original,8,100,0.5,8884,d989cbfbc62f05607e2083b3e8c268775f19f6b3ba697ac18c7c49b20424ad24,8297,9346,47039,53304,-10506.733921045321,,79c9987bfb5248f552190463a761179fdda1bbc58f41e057275fb304da1d196b,-159455.64815568292,167649,86,0.0,14,3612,53304,"[1,86,1865,11528,25799,33404,34034,31863,29069]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":11,""10plus"":58,""2to4"":8,""5to9"":9},{""1"":510,""10plus"":627,""2to4"":462,""5to9"":266},{""1"":6366,""10plus"":889,""2to4"":3267,""5to9"":1006},{""1"":20113,""10plus"":339,""2to4"":4560,""5to9"":787},{""1"":30383,""10plus"":57,""2to4"":2728,""5to9"":236},{""1"":32959,""10plus"":2,""2to4"":1027,""5to9"":46},{""1"":31557,""10plus"":2,""2to4"":297,""5to9"":7},{""1"":28965,""10plus"":2,""2to4"":99,""5to9"":3}]",0.6248196250016917,0.27231799297078396,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,10,shuffled,8,100,0.5,8884,d989cbfbc62f05607e2083b3e8c268775f19f6b3ba697ac18c7c49b20424ad24,8297,9346,47039,53304,4393.73342332794,,75de9d957ab00b5f9fe8080d47cc4135f71d78b8c728d5fdaf3d12af628e93af,-169962.38207672825,188042,86,1.0,14,3612,53304,"[1,86,2121,15619,34865,38311,35519,32289,29231]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":11,""10plus"":58,""2to4"":8,""5to9"":9},{""1"":558,""10plus"":714,""2to4"":541,""5to9"":308},{""1"":8847,""10plus"":916,""2to4"":4466,""5to9"":1390},{""1"":29848,""10plus"":8,""2to4"":4761,""5to9"":248},{""1"":37652,""10plus"":0,""2to4"":658,""5to9"":1},{""1"":35466,""10plus"":0,""2to4"":53,""5to9"":0},{""1"":32286,""10plus"":0,""2to4"":3,""5to9"":0},{""1"":29231,""10plus"":0,""2to4"":0,""5to9"":0}]",0.831139333997271,0.2721013846967253,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,11,original,8,100,0.5,8884,14ad8f7578549640384237d96d1222f60577ff8223675a6c85c16ab4a78bdc1b,8312,9346,46688,53304,-10530.163423363701,,90a29bc465718d94ee1308a967db55ffa35c9202cd3550e7db9f63b83479674c,-159047.51819284217,166997,83,0.0,17,3591,53304,"[1,84,1804,11438,25631,33247,33916,31805,29071]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":13,""10plus"":56,""2to4"":6,""5to9"":9},{""1"":448,""10plus"":627,""2to4"":461,""5to9"":268},{""1"":6316,""10plus"":876,""2to4"":3208,""5to9"":1038},{""1"":19914,""10plus"":342,""2to4"":4562,""5to9"":813},{""1"":30212,""10plus"":58,""2to4"":2720,""5to9"":257},{""1"":32786,""10plus"":3,""2to4"":1069,""5to9"":58},{""1"":31409,""10plus"":2,""2to4"":382,""5to9"":12},{""1"":28908,""10plus"":2,""2to4"":157,""5to9"":4}]",0.6231890830022166,0.2698636649765831,1465311232
C0,ud23,THUCYDIDES,1a32cf6857284fff7c7f006f8d0cd4ab15a047af7a4bcd5613d1fd50789dd4ee,11,shuffled,8,100,0.5,8884,14ad8f7578549640384237d96d1222f60577ff8223675a6c85c16ab4a78bdc1b,8312,9346,46688,53304,4391.830649688462,,c4453781475a862e9fa935730579776cd544b227610a8a410d2b4b7eef6b1cf5,-169577.68161620587,188072,83,1.0,17,3591,53304,"[1,84,2092,15552,34724,38326,35585,32374,29334]","[{""1"":0,""10plus"":1,""2to4"":0,""5to9"":0},{""1"":13,""10plus"":56,""2to4"":7,""5to9"":8},{""1"":553,""10plus"":715,""2to4"":526,""5to9"":298},{""1"":8851,""10plus"":949,""2to4"":4415,""5to9"":1337},{""1"":29691,""10plus"":8,""2to4"":4741,""5to9"":284},{""1"":37638,""10plus"":0,""2to4"":688,""5to9"":0},{""1"":35532,""10plus"":0,""2to4"":53,""5to9"":0},{""1"":32372,""10plus"":0,""2to4"":2,""5to9"":0},{""1"":29334,""10plus"":0,""2to4"":0,""5to9"":0}]",0.8310974999985774,0.2708166749544034,1465311232
